EHAM,SKBO,05:21+02:00,21:42-05:00,0,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,SKBO,19:55-05:00,21:42-05:00,360
EHAM,SEQM,15:00+02:00,01:48-05:00,2,false|EHAM,EKCH,15:00+02:00,17:47+02:00,300|EKCH,VIDP,19:32+02:00,07:58+05:00,300|VIDP,SEQM,13:47+05:00,01:48-05:00,360
EHAM,SEQM,15:00+02:00,08:55-05:00,2,false|EHAM,EKCH,15:00+02:00,17:47+02:00,300|EKCH,VIDP,19:32+02:00,07:58+05:00,300|VIDP,SEQM,20:54+05:00,08:55-05:00,320
EHAM,SEQM,22:22+02:00,08:36-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,SEQM,01:01+02:00,08:36-05:00,300
EHAM,SEQM,22:22+02:00,13:00-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,SEQM,06:25+02:00,13:00-05:00,360
EHAM,SEQM,22:22+02:00,23:47-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,SEQM,16:12+02:00,23:47-05:00,360
EHAM,SEQM,22:22+02:00,03:41-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,SEQM,20:06+02:00,03:41-05:00,340
EHAM,SEQM,22:22+02:00,17:59-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,SVMI,06:22+02:00,12:51-04:00,360|SVMI,SEQM,14:49-04:00,17:59-05:00,300
EHAM,SEQM,22:22+02:00,23:48-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,SVMI,06:22+02:00,12:51-04:00,360|SVMI,SEQM,20:38-04:00,23:48-05:00,340
EHAM,SEQM,22:22+02:00,17:59-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,SVMI,08:50+02:00,14:19-04:00,320|SVMI,SEQM,14:49-04:00,17:59-05:00,300
EHAM,SEQM,22:22+02:00,23:48-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,SVMI,08:50+02:00,14:19-04:00,320|SVMI,SEQM,20:38-04:00,23:48-05:00,340
EHAM,SEQM,22:22+02:00,23:39-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,SBBR,04:35+02:00,13:35-03:00,360|SBBR,SEQM,19:53-03:00,23:39-05:00,340
EHAM,SEQM,22:22+02:00,20:31-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,SLLP,01:04+02:00,10:42-04:00,360|SLLP,SEQM,17:54-04:00,20:31-05:00,320
EHAM,SEQM,22:22+02:00,01:49-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,SLLP,01:04+02:00,10:42-04:00,360|SLLP,SEQM,22:12-04:00,01:49-05:00,360
EHAM,SEQM,22:22+02:00,01:49-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,SLLP,10:19+02:00,19:57-04:00,360|SLLP,SEQM,22:12-04:00,01:49-05:00,360
EHAM,SEQM,22:22+02:00,21:11-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,SUAA,03:18+02:00,14:09-03:00,300|SUAA,SEQM,16:38-03:00,21:11-05:00,320
EHAM,SEQM,22:22+02:00,18:31-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LATI,05:53+02:00,09:56+02:00,360|LATI,SEQM,10:12+02:00,18:31-05:00,320
EHAM,SEQM,22:22+02:00,01:37-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LATI,05:53+02:00,09:56+02:00,360|LATI,SEQM,17:18+02:00,01:37-05:00,320
EHAM,SEQM,22:22+02:00,01:37-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LATI,11:47+02:00,15:50+02:00,340|LATI,SEQM,17:18+02:00,01:37-05:00,320
EHAM,SEQM,22:22+02:00,15:59-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,EDDI,06:47+02:00,08:12+02:00,320|EDDI,SEQM,08:19+02:00,15:59-05:00,320
EHAM,SEQM,22:22+02:00,20:12-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,EDDI,06:47+02:00,08:12+02:00,320|EDDI,SEQM,13:32+02:00,20:12-05:00,320
EHAM,SEQM,22:22+02:00,04:33-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,EDDI,06:47+02:00,08:12+02:00,320|EDDI,SEQM,21:53+02:00,04:33-05:00,360
EHAM,SEQM,22:22+02:00,04:33-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,EDDI,17:20+02:00,19:45+02:00,340|EDDI,SEQM,21:53+02:00,04:33-05:00,360
EHAM,SEQM,22:22+02:00,04:33-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,EDDI,18:37+02:00,20:02+02:00,340|EDDI,SEQM,21:53+02:00,04:33-05:00,360
EHAM,SEQM,22:22+02:00,21:53-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LOWW,06:32+02:00,09:34+02:00,340|LOWW,SEQM,14:56+02:00,21:53-05:00,320
EHAM,SEQM,22:22+02:00,03:52-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LOWW,06:32+02:00,09:34+02:00,340|LOWW,SEQM,20:55+02:00,03:52-05:00,360
EHAM,SEQM,22:22+02:00,03:52-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LOWW,12:47+02:00,15:49+02:00,340|LOWW,SEQM,20:55+02:00,03:52-05:00,360
EHAM,SEQM,22:22+02:00,01:36-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,EBCI,06:57+02:00,08:55+02:00,360|EBCI,SEQM,19:44+02:00,01:36-05:00,300
EHAM,SEQM,22:22+02:00,01:36-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,EBCI,13:11+02:00,15:09+02:00,300|EBCI,SEQM,19:44+02:00,01:36-05:00,300
EHAM,SEQM,22:22+02:00,08:14-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,EBCI,21:58+02:00,23:56+02:00,320|EBCI,SEQM,02:22+02:00,08:14-05:00,340
EHAM,SEQM,22:22+02:00,01:36-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,EBCI,21:58+02:00,23:56+02:00,320|EBCI,SEQM,19:44+02:00,01:36-05:00,300
EHAM,SEQM,22:22+02:00,06:31-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,UMMS,11:30+02:00,15:50+03:00,320|UMMS,SEQM,23:36+03:00,06:31-05:00,360
EHAM,SEQM,22:22+02:00,06:31-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,UMMS,12:15+02:00,16:35+03:00,320|UMMS,SEQM,23:36+03:00,06:31-05:00,360
EHAM,SEQM,22:22+02:00,05:05-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LBSF,05:02+02:00,10:06+03:00,300|LBSF,SEQM,22:22+03:00,05:05-05:00,300
EHAM,SEQM,22:22+02:00,16:50-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LBSF,21:53+02:00,02:57+03:00,360|LBSF,SEQM,09:07+03:00,16:50-05:00,300
EHAM,SEQM,22:22+02:00,21:17-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LKPR,05:39+02:00,07:22+02:00,320|LKPR,SEQM,14:31+02:00,21:17-05:00,360
EHAM,SEQM,22:22+02:00,23:16-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LKPR,05:39+02:00,07:22+02:00,320|LKPR,SEQM,16:30+02:00,23:16-05:00,300
EHAM,SEQM,22:22+02:00,21:17-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LKPR,06:07+02:00,08:50+02:00,300|LKPR,SEQM,14:31+02:00,21:17-05:00,360
EHAM,SEQM,22:22+02:00,23:16-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LKPR,06:07+02:00,08:50+02:00,300|LKPR,SEQM,16:30+02:00,23:16-05:00,300
EHAM,SEQM,22:22+02:00,23:16-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LKPR,13:21+02:00,15:04+02:00,320|LKPR,SEQM,16:30+02:00,23:16-05:00,300
EHAM,SEQM,22:22+02:00,20:46-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LDZA,06:04+02:00,09:30+02:00,340|LDZA,SEQM,13:47+02:00,20:46-05:00,300
EHAM,SEQM,22:22+02:00,06:39-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LDZA,06:04+02:00,09:30+02:00,340|LDZA,SEQM,23:40+02:00,06:39-05:00,300
EHAM,SEQM,22:22+02:00,06:39-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LDZA,11:31+02:00,14:57+02:00,360|LDZA,SEQM,23:40+02:00,06:39-05:00,300
EHAM,SEQM,22:22+02:00,13:28-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LDZA,21:23+02:00,00:49+02:00,300|LDZA,SEQM,06:29+02:00,13:28-05:00,320
EHAM,SEQM,22:22+02:00,20:46-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,LDZA,21:23+02:00,00:49+02:00,300|LDZA,SEQM,13:47+02:00,20:46-05:00,300
EHAM,SEQM,22:22+02:00,08:55-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,VIDP,02:27+02:00,14:53+05:00,300|VIDP,SEQM,20:54+05:00,08:55-05:00,320
EHAM,SEQM,22:22+02:00,17:49-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,RKSI,04:40+02:00,15:11+09:00,340|RKSI,SEQM,17:14+09:00,17:49-05:00,320
EHAM,SEQM,22:22+02:00,20:23-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,RKSI,04:40+02:00,15:11+09:00,340|RKSI,SEQM,20:48+09:00,20:23-05:00,300
EHAM,SEQM,22:22+02:00,17:21-05:00,1,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,VTBS,02:16+02:00,14:08+07:00,340|VTBS,SEQM,15:02+07:00,17:21-05:00,360
EHAM,SEQM,22:22+02:00,17:21-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,VTBS,15:08+02:00,03:00+07:00,320|VTBS,SEQM,15:02+07:00,17:21-05:00,360
EHAM,SEQM,22:22+02:00,17:21-05:00,2,false|EHAM,EKCH,22:22+02:00,00:09+02:00,300|EKCH,VTBS,16:34+02:00,04:26+07:00,300|VTBS,SEQM,15:02+07:00,17:21-05:00,360
EHAM,SVMI,05:21+02:00,03:08-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,SVMI,22:58-05:00,03:08-04:00,360
EHAM,SVMI,05:21+02:00,11:36-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,SBBR,18:26-05:00,02:12-03:00,320|SBBR,SVMI,06:14-03:00,11:36-04:00,340
EHAM,SVMI,05:21+02:00,22:27-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,SLLP,20:09-05:00,01:46-04:00,320|SLLP,SVMI,17:49-04:00,22:27-04:00,300
EHAM,SVMI,05:21+02:00,18:35-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,SCEL,17:49-05:00,01:33-03:00,320|SCEL,SVMI,11:33-03:00,18:35-04:00,300
EHAM,SVMI,05:21+02:00,21:28-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,SCEL,17:49-05:00,01:33-03:00,320|SCEL,SVMI,14:26-03:00,21:28-04:00,320
EHAM,SVMI,05:21+02:00,11:09-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,SABE,18:08-05:00,03:33-03:00,320|SABE,SVMI,04:55-03:00,11:09-04:00,320
EHAM,SVMI,05:21+02:00,11:50-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,SUAA,18:02-05:00,03:35-03:00,360|SUAA,SVMI,04:33-03:00,11:50-04:00,300
EHAM,SVMI,05:21+02:00,15:50-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,SUAA,18:02-05:00,03:35-03:00,360|SUAA,SVMI,08:33-03:00,15:50-04:00,360
EHAM,SVMI,05:21+02:00,19:45-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,SUAA,18:02-05:00,03:35-03:00,360|SUAA,SVMI,12:28-03:00,19:45-04:00,320
EHAM,SVMI,05:21+02:00,19:16-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,EDDI,13:04-05:00,10:44+02:00,320|EDDI,SVMI,13:44+02:00,19:16-04:00,320
EHAM,SVMI,05:21+02:00,03:34-04:00,2,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,EDDI,13:04-05:00,10:44+02:00,320|EDDI,SVMI,21:02+02:00,03:34-04:00,320
EHAM,SVMI,05:21+02:00,03:34-04:00,2,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,EDDI,19:12-05:00,16:52+02:00,320|EDDI,SVMI,21:02+02:00,03:34-04:00,320
EHAM,SVMI,05:21+02:00,04:26-04:00,2,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,UMMS,17:10-05:00,16:05+03:00,360|UMMS,SVMI,22:38+03:00,04:26-04:00,300
EHAM,SVMI,05:21+02:00,17:05-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,LKPR,12:50-05:00,09:36+02:00,360|LKPR,SVMI,11:28+02:00,17:05-04:00,300
EHAM,SVMI,05:21+02:00,00:13-04:00,2,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,LKPR,12:50-05:00,09:36+02:00,360|LKPR,SVMI,18:36+02:00,00:13-04:00,340
EHAM,SVMI,05:21+02:00,00:13-04:00,2,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,LKPR,19:33-05:00,16:19+02:00,300|LKPR,SVMI,18:36+02:00,00:13-04:00,340
EHAM,SVMI,05:21+02:00,03:33-04:00,2,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,LDZA,14:58-05:00,11:57+02:00,320|LDZA,SVMI,21:45+02:00,03:33-04:00,360
EHAM,SVMI,05:21+02:00,03:33-04:00,2,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,LDZA,18:19-05:00,15:18+02:00,320|LDZA,SVMI,21:45+02:00,03:33-04:00,360
EHAM,SVMI,05:21+02:00,00:22-04:00,2,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,EKCH,12:55-05:00,09:30+02:00,340|EKCH,SVMI,18:53+02:00,00:22-04:00,300
EHAM,SVMI,05:21+02:00,00:22-04:00,2,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,EKCH,19:36-05:00,16:11+02:00,320|EKCH,SVMI,18:53+02:00,00:22-04:00,300
EHAM,SVMI,05:21+02:00,16:08-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,VIDP,17:11-05:00,01:12+05:00,300|VIDP,SVMI,06:16+05:00,16:08-04:00,320
EHAM,SVMI,05:21+02:00,20:24-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,VIDP,17:11-05:00,01:12+05:00,300|VIDP,SVMI,10:32+05:00,20:24-04:00,320
EHAM,SVMI,05:21+02:00,04:19-04:00,2,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,VIDP,17:11-05:00,01:12+05:00,300|VIDP,SVMI,18:27+05:00,04:19-04:00,340
EHAM,SVMI,05:21+02:00,16:08-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,VIDP,20:03-05:00,04:04+05:00,360|VIDP,SVMI,06:16+05:00,16:08-04:00,320
EHAM,SVMI,05:21+02:00,20:24-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,VIDP,20:03-05:00,04:04+05:00,360|VIDP,SVMI,10:32+05:00,20:24-04:00,320
EHAM,SVMI,05:21+02:00,04:19-04:00,2,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,VIDP,20:03-05:00,04:04+05:00,360|VIDP,SVMI,18:27+05:00,04:19-04:00,340
EHAM,SVMI,05:21+02:00,22:23-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,RKSI,13:14-05:00,17:49+09:00,300|RKSI,SVMI,23:58+09:00,22:23-04:00,300
EHAM,SVMI,05:21+02:00,22:23-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,RKSI,18:25-05:00,22:00+09:00,320|RKSI,SVMI,23:58+09:00,22:23-04:00,300
EHAM,SVMI,05:21+02:00,23:01-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,ZBAA,13:03-05:00,16:32+08:00,300|ZBAA,SVMI,23:43+08:00,23:01-04:00,340
EHAM,SVMI,05:21+02:00,07:36-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,ZBAA,21:29-05:00,00:58+08:00,360|ZBAA,SVMI,07:18+08:00,07:36-04:00,300
EHAM,SVMI,05:21+02:00,13:47-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,ZBAA,21:29-05:00,00:58+08:00,360|ZBAA,SVMI,13:29+08:00,13:47-04:00,320
EHAM,SVMI,05:21+02:00,23:01-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,ZBAA,21:29-05:00,00:58+08:00,360|ZBAA,SVMI,23:43+08:00,23:01-04:00,340
EHAM,SVMI,05:21+02:00,18:22-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,WMKK,11:41-05:00,14:59+08:00,360|WMKK,SVMI,18:46+08:00,18:22-04:00,340
EHAM,SVMI,05:21+02:00,18:22-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,WMKK,13:09-05:00,16:27+08:00,340|WMKK,SVMI,18:46+08:00,18:22-04:00,340
EHAM,SVMI,05:21+02:00,04:48-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,WMKK,21:31-05:00,00:49+08:00,300|WMKK,SVMI,04:12+08:00,04:48-04:00,300
EHAM,SVMI,05:21+02:00,07:07-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,WMKK,21:31-05:00,00:49+08:00,300|WMKK,SVMI,07:31+08:00,07:07-04:00,320
EHAM,SVMI,05:21+02:00,13:01-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,WMKK,21:31-05:00,00:49+08:00,300|WMKK,SVMI,13:25+08:00,13:01-04:00,340
EHAM,SVMI,05:21+02:00,18:22-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,WMKK,21:31-05:00,00:49+08:00,300|WMKK,SVMI,18:46+08:00,18:22-04:00,340
EHAM,SVMI,05:21+02:00,17:51-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,WIII,17:29-05:00,16:00+07:00,300|WIII,SVMI,18:44+07:00,17:51-04:00,360
EHAM,SVMI,05:21+02:00,20:10-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,RPLL,11:47-05:00,14:22+08:00,360|RPLL,SVMI,20:32+08:00,20:10-04:00,300
EHAM,SVMI,05:21+02:00,20:10-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,RPLL,16:03-05:00,19:38+08:00,360|RPLL,SVMI,20:32+08:00,20:10-04:00,300
EHAM,SVMI,05:21+02:00,05:00-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,RPLL,23:03-05:00,02:38+08:00,300|RPLL,SVMI,05:22+08:00,05:00-04:00,320
EHAM,SVMI,05:21+02:00,11:32-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,RPLL,23:03-05:00,02:38+08:00,300|RPLL,SVMI,11:54+08:00,11:32-04:00,360
EHAM,SVMI,05:21+02:00,20:10-04:00,1,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,RPLL,23:03-05:00,02:38+08:00,300|RPLL,SVMI,20:32+08:00,20:10-04:00,300
EHAM,SVMI,13:36+02:00,03:08-04:00,1,false|EHAM,SEQM,13:36+02:00,19:30-05:00,320|SEQM,SVMI,22:58-05:00,03:08-04:00,360
EHAM,SVMI,13:36+02:00,22:27-04:00,1,false|EHAM,SEQM,13:36+02:00,19:30-05:00,320|SEQM,SLLP,20:09-05:00,01:46-04:00,320|SLLP,SVMI,17:49-04:00,22:27-04:00,300
EHAM,SVMI,13:36+02:00,00:22-04:00,2,false|EHAM,SEQM,13:36+02:00,19:30-05:00,320|SEQM,EKCH,19:36-05:00,16:11+02:00,320|EKCH,SVMI,18:53+02:00,00:22-04:00,300
EHAM,SVMI,13:36+02:00,16:08-04:00,1,false|EHAM,SEQM,13:36+02:00,19:30-05:00,320|SEQM,VIDP,20:03-05:00,04:04+05:00,360|VIDP,SVMI,06:16+05:00,16:08-04:00,320
EHAM,SVMI,13:36+02:00,20:24-04:00,1,false|EHAM,SEQM,13:36+02:00,19:30-05:00,320|SEQM,VIDP,20:03-05:00,04:04+05:00,360|VIDP,SVMI,10:32+05:00,20:24-04:00,320
EHAM,SVMI,13:36+02:00,04:19-04:00,2,false|EHAM,SEQM,13:36+02:00,19:30-05:00,320|SEQM,VIDP,20:03-05:00,04:04+05:00,360|VIDP,SVMI,18:27+05:00,04:19-04:00,340
EHAM,SVMI,13:36+02:00,07:36-04:00,1,false|EHAM,SEQM,13:36+02:00,19:30-05:00,320|SEQM,ZBAA,21:29-05:00,00:58+08:00,360|ZBAA,SVMI,07:18+08:00,07:36-04:00,300
EHAM,SVMI,13:36+02:00,13:47-04:00,1,false|EHAM,SEQM,13:36+02:00,19:30-05:00,320|SEQM,ZBAA,21:29-05:00,00:58+08:00,360|ZBAA,SVMI,13:29+08:00,13:47-04:00,320
EHAM,SVMI,13:36+02:00,23:01-04:00,1,false|EHAM,SEQM,13:36+02:00,19:30-05:00,320|SEQM,ZBAA,21:29-05:00,00:58+08:00,360|ZBAA,SVMI,23:43+08:00,23:01-04:00,340
EHAM,SVMI,13:36+02:00,04:48-04:00,1,false|EHAM,SEQM,13:36+02:00,19:30-05:00,320|SEQM,WMKK,21:31-05:00,00:49+08:00,300|WMKK,SVMI,04:12+08:00,04:48-04:00,300
EHAM,SVMI,13:36+02:00,07:07-04:00,1,false|EHAM,SEQM,13:36+02:00,19:30-05:00,320|SEQM,WMKK,21:31-05:00,00:49+08:00,300|WMKK,SVMI,07:31+08:00,07:07-04:00,320
EHAM,SVMI,13:36+02:00,13:01-04:00,1,false|EHAM,SEQM,13:36+02:00,19:30-05:00,320|SEQM,WMKK,21:31-05:00,00:49+08:00,300|WMKK,SVMI,13:25+08:00,13:01-04:00,340
EHAM,SVMI,13:36+02:00,18:22-04:00,1,false|EHAM,SEQM,13:36+02:00,19:30-05:00,320|SEQM,WMKK,21:31-05:00,00:49+08:00,300|WMKK,SVMI,18:46+08:00,18:22-04:00,340
EHAM,SVMI,13:36+02:00,05:00-04:00,1,false|EHAM,SEQM,13:36+02:00,19:30-05:00,320|SEQM,RPLL,23:03-05:00,02:38+08:00,300|RPLL,SVMI,05:22+08:00,05:00-04:00,320
EHAM,SVMI,13:36+02:00,11:32-04:00,1,false|EHAM,SEQM,13:36+02:00,19:30-05:00,320|SEQM,RPLL,23:03-05:00,02:38+08:00,300|RPLL,SVMI,11:54+08:00,11:32-04:00,360
EHAM,SVMI,13:36+02:00,20:10-04:00,1,false|EHAM,SEQM,13:36+02:00,19:30-05:00,320|SEQM,RPLL,23:03-05:00,02:38+08:00,300|RPLL,SVMI,20:32+08:00,20:10-04:00,300
EHAM,SVMI,21:05+02:00,11:47-04:00,1,false|EHAM,SEQM,21:05+02:00,03:59-05:00,300|SEQM,SKBO,04:29-05:00,06:16-05:00,340|SKBO,SVMI,07:24-05:00,11:47-04:00,300
EHAM,SVMI,21:05+02:00,17:19-04:00,1,false|EHAM,SEQM,21:05+02:00,03:59-05:00,300|SEQM,SKBO,04:29-05:00,06:16-05:00,340|SKBO,SVMI,13:56-05:00,17:19-04:00,360
EHAM,SVMI,21:05+02:00,23:41-04:00,1,false|EHAM,SEQM,21:05+02:00,03:59-05:00,300|SEQM,SKBO,04:29-05:00,06:16-05:00,340|SKBO,SVMI,19:18-05:00,23:41-04:00,360
EHAM,SVMI,21:05+02:00,17:19-04:00,1,false|EHAM,SEQM,21:05+02:00,03:59-05:00,300|SEQM,SKBO,08:05-05:00,10:52-05:00,320|SKBO,SVMI,13:56-05:00,17:19-04:00,360
EHAM,SVMI,21:05+02:00,23:41-04:00,1,false|EHAM,SEQM,21:05+02:00,03:59-05:00,300|SEQM,SKBO,08:05-05:00,10:52-05:00,320|SKBO,SVMI,19:18-05:00,23:41-04:00,360
EHAM,SVMI,21:05+02:00,14:39-04:00,1,false|EHAM,SEQM,21:05+02:00,03:59-05:00,300|SEQM,SVMI,09:29-05:00,14:39-04:00,320
EHAM,SVMI,21:05+02:00,03:08-04:00,2,false|EHAM,SEQM,21:05+02:00,03:59-05:00,300|SEQM,SVMI,22:58-05:00,03:08-04:00,360
EHAM,SVMI,21:05+02:00,22:54-04:00,1,false|EHAM,SEQM,21:05+02:00,03:59-05:00,300|SEQM,SPIM,11:17-05:00,14:58-05:00,320|SPIM,SVMI,16:28-05:00,22:54-04:00,360
EHAM,SVMI,21:05+02:00,00:41-04:00,2,false|EHAM,SEQM,21:05+02:00,03:59-05:00,300|SEQM,SPIM,11:17-05:00,14:58-05:00,320|SPIM,SVMI,18:15-05:00,00:41-04:00,340
EHAM,SVMI,21:05+02:00,22:27-04:00,1,false|EHAM,SEQM,21:05+02:00,03:59-05:00,300|SEQM,SLLP,08:25-05:00,13:02-04:00,320|SLLP,SVMI,17:49-04:00,22:27-04:00,300
EHAM,SVMI,21:05+02:00,21:28-04:00,1,false|EHAM,SEQM,21:05+02:00,03:59-05:00,300|SEQM,SCEL,05:01-05:00,13:45-03:00,300|SCEL,SVMI,14:26-03:00,21:28-04:00,320
EHAM,SVMI,21:05+02:00,05:57-04:00,2,false|EHAM,SEQM,21:05+02:00,03:59-05:00,300|SEQM,SUAA,04:59-05:00,13:32-03:00,320|SUAA,SVMI,22:40-03:00,05:57-04:00,340
EHAM,SVMI,21:05+02:00,05:57-04:00,2,false|EHAM,SEQM,21:05+02:00,03:59-05:00,300|SEQM,SUAA,10:50-05:00,19:23-03:00,340|SUAA,SVMI,22:40-03:00,05:57-04:00,340
