EKCH,SKBO,01:01+02:00,21:42-05:00,0,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
EKCH,SBBR,05:02+02:00,16:42-03:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1289,LBSF,RPLL,13:57+03:00,00:05+08:00,360|542,RPLL,SBBR,16:36+08:00,16:42-03:00,300
EKCH,SBBR,05:02+02:00,22:55-03:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1289,LBSF,RPLL,13:57+03:00,00:05+08:00,360|544,RPLL,SBBR,22:49+08:00,22:55-03:00,320
EKCH,SBBR,05:02+02:00,07:52-03:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1291,LBSF,RPLL,18:39+03:00,05:47+08:00,360|540,RPLL,SBBR,07:46+08:00,07:52-03:00,300
EKCH,SBBR,05:02+02:00,16:42-03:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1291,LBSF,RPLL,18:39+03:00,05:47+08:00,360|542,RPLL,SBBR,16:36+08:00,16:42-03:00,300
EKCH,SBBR,05:02+02:00,22:55-03:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1291,LBSF,RPLL,18:39+03:00,05:47+08:00,360|544,RPLL,SBBR,22:49+08:00,22:55-03:00,320
EKCH,SBBR,21:53+02:00,02:12-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|154,LBSF,SEQM,09:07+03:00,16:50-05:00,300|81,SEQM,SBBR,18:26-05:00,02:12-03:00,320
EKCH,SBBR,21:53+02:00,03:03-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|306,LBSF,SVMI,03:13+03:00,09:46-04:00,320|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300
EKCH,SBBR,21:53+02:00,03:03-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|308,LBSF,SVMI,09:28+03:00,15:01-04:00,340|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300
EKCH,SBBR,21:53+02:00,03:03-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|310,LBSF,SVMI,13:14+03:00,19:47-04:00,320|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300
EKCH,SBBR,21:53+02:00,21:51-03:00,1,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|460,LBSF,SBBR,13:51+03:00,21:51-03:00,340
EKCH,SBBR,21:53+02:00,03:11-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|462,LBSF,SBBR,19:11+03:00,03:11-03:00,320
EKCH,SBBR,21:53+02:00,03:17-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|670,LBSF,SLLP,03:42+03:00,12:52-04:00,360|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360
EKCH,SBBR,21:53+02:00,03:17-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|672,LBSF,SLLP,13:53+03:00,22:03-04:00,300|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360
EKCH,SBBR,21:53+02:00,00:04-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|850,LBSF,SUAA,07:38+03:00,17:18-03:00,300|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320
EKCH,SBBR,21:53+02:00,22:57-03:00,1,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|898,LBSF,LATI,06:57+03:00,07:23+02:00,300|432,LATI,SBBR,14:23+02:00,22:57-03:00,320
EKCH,SBBR,21:53+02:00,01:44-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|898,LBSF,LATI,06:57+03:00,07:23+02:00,300|434,LATI,SBBR,17:10+02:00,01:44-03:00,340
EKCH,SBBR,21:53+02:00,01:44-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|900,LBSF,LATI,13:14+03:00,14:40+02:00,360|434,LATI,SBBR,17:10+02:00,01:44-03:00,340
EKCH,SBBR,21:53+02:00,19:16-03:00,1,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1004,LBSF,EDDI,05:13+03:00,07:54+02:00,320|438,EDDI,SBBR,11:26+02:00,19:16-03:00,320
EKCH,SBBR,21:53+02:00,00:38-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1004,LBSF,EDDI,05:13+03:00,07:54+02:00,320|440,EDDI,SBBR,16:48+02:00,00:38-03:00,320
EKCH,SBBR,21:53+02:00,19:16-03:00,1,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1006,LBSF,EDDI,06:16+03:00,08:57+02:00,320|438,EDDI,SBBR,11:26+02:00,19:16-03:00,320
EKCH,SBBR,21:53+02:00,00:38-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1006,LBSF,EDDI,06:16+03:00,08:57+02:00,320|440,EDDI,SBBR,16:48+02:00,00:38-03:00,320
EKCH,SBBR,21:53+02:00,07:18-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1038,LBSF,LOWW,19:22+03:00,21:27+02:00,300|446,LOWW,SBBR,23:32+02:00,07:18-03:00,300
EKCH,SBBR,21:53+02:00,08:20-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1114,LBSF,UMMS,04:56+03:00,07:32+03:00,360|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320
EKCH,SBBR,21:53+02:00,08:20-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1116,LBSF,UMMS,08:39+03:00,11:15+03:00,300|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320
EKCH,SBBR,21:53+02:00,06:13-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1205,LBSF,LKPR,15:59+03:00,17:24+02:00,300|470,LKPR,SBBR,22:27+02:00,06:13-03:00,340
EKCH,SBBR,21:53+02:00,06:13-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1207,LBSF,LKPR,18:59+03:00,20:24+02:00,360|470,LKPR,SBBR,22:27+02:00,06:13-03:00,340
EKCH,SBBR,21:53+02:00,22:14-03:00,1,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1221,LBSF,EHAM,03:44+03:00,06:00+02:00,300|480,EHAM,SBBR,14:01+02:00,22:14-03:00,320
EKCH,SBBR,21:53+02:00,01:54-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1221,LBSF,EHAM,03:44+03:00,06:00+02:00,300|482,EHAM,SBBR,17:41+02:00,01:54-03:00,300
EKCH,SBBR,21:53+02:00,01:54-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1223,LBSF,EHAM,11:34+03:00,14:50+02:00,340|482,EHAM,SBBR,17:41+02:00,01:54-03:00,300
EKCH,SBBR,21:53+02:00,01:54-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1225,LBSF,EHAM,13:22+03:00,16:38+02:00,320|482,EHAM,SBBR,17:41+02:00,01:54-03:00,300
EKCH,SBBR,21:53+02:00,08:39-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1231,LBSF,VIDP,06:48+03:00,16:10+05:00,300|486,VIDP,SBBR,21:55+05:00,08:39-03:00,300
EKCH,SBBR,21:53+02:00,20:49-03:00,1,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1237,LBSF,RKSI,05:44+03:00,14:06+09:00,300|492,RKSI,SBBR,20:11+09:00,20:49-03:00,300
EKCH,SBBR,21:53+02:00,01:48-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1249,LBSF,OMDB,06:25+03:00,13:48+04:00,340|504,OMDB,SBBR,16:51+04:00,01:48-03:00,320
EKCH,SBBR,21:53+02:00,04:27-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1249,LBSF,OMDB,06:25+03:00,13:48+04:00,340|506,OMDB,SBBR,19:30+04:00,04:27-03:00,320
EKCH,SBBR,21:53+02:00,04:27-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1251,LBSF,OMDB,11:13+03:00,18:36+04:00,300|506,OMDB,SBBR,19:30+04:00,04:27-03:00,320
EKCH,SBBR,21:53+02:00,18:44-03:00,1,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1255,LBSF,ZBAA,06:35+03:00,14:52+08:00,300|512,ZBAA,SBBR,17:58+08:00,18:44-03:00,360
EKCH,SBBR,21:53+02:00,18:44-03:00,1,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1257,LBSF,ZBAA,09:14+03:00,17:31+08:00,340|512,ZBAA,SBBR,17:58+08:00,18:44-03:00,360
EKCH,SBBR,21:53+02:00,22:18-03:00,1,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1269,LBSF,WMKK,05:49+03:00,17:38+08:00,320|522,WMKK,SBBR,23:04+08:00,22:18-03:00,360
EKCH,SBBR,21:53+02:00,22:18-03:00,1,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1271,LBSF,WMKK,08:25+03:00,20:14+08:00,340|522,WMKK,SBBR,23:04+08:00,22:18-03:00,360
EKCH,SBBR,21:53+02:00,03:14-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1273,LBSF,WMKK,13:27+03:00,01:16+08:00,320|516,WMKK,SBBR,04:00+08:00,03:14-03:00,320
EKCH,SBBR,21:53+02:00,06:05-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1273,LBSF,WMKK,13:27+03:00,01:16+08:00,320|518,WMKK,SBBR,07:51+08:00,06:05-03:00,360
EKCH,SBBR,21:53+02:00,15:55-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1273,LBSF,WMKK,13:27+03:00,01:16+08:00,320|520,WMKK,SBBR,16:41+08:00,15:55-03:00,320
EKCH,SBBR,21:53+02:00,06:05-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1275,LBSF,WMKK,19:44+03:00,07:33+08:00,340|518,WMKK,SBBR,07:51+08:00,06:05-03:00,360
EKCH,SBBR,21:53+02:00,15:55-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1275,LBSF,WMKK,19:44+03:00,07:33+08:00,340|520,WMKK,SBBR,16:41+08:00,15:55-03:00,320
EKCH,SBBR,21:53+02:00,15:41-03:00,1,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1277,LBSF,WSSS,03:47+03:00,15:44+08:00,300|528,WSSS,SBBR,16:30+08:00,15:41-03:00,320
EKCH,SBBR,21:53+02:00,22:27-03:00,1,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1277,LBSF,WSSS,03:47+03:00,15:44+08:00,300|530,WSSS,SBBR,23:16+08:00,22:27-03:00,320
EKCH,SBBR,21:53+02:00,09:04-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1279,LBSF,WSSS,14:46+03:00,02:43+08:00,320|526,WSSS,SBBR,10:53+08:00,09:04-03:00,360
EKCH,SBBR,21:53+02:00,15:41-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1279,LBSF,WSSS,14:46+03:00,02:43+08:00,320|528,WSSS,SBBR,16:30+08:00,15:41-03:00,320
EKCH,SBBR,21:53+02:00,03:07-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1283,LBSF,WIII,11:40+03:00,00:35+07:00,340|532,WIII,SBBR,06:53+07:00,03:07-03:00,360
EKCH,SBBR,21:53+02:00,08:19-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1283,LBSF,WIII,11:40+03:00,00:35+07:00,340|534,WIII,SBBR,11:05+07:00,08:19-03:00,320
EKCH,SBBR,21:53+02:00,17:15-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1283,LBSF,WIII,11:40+03:00,00:35+07:00,340|536,WIII,SBBR,20:01+07:00,17:15-03:00,340
EKCH,SBBR,21:53+02:00,03:07-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1285,LBSF,WIII,17:51+03:00,06:46+07:00,320|532,WIII,SBBR,06:53+07:00,03:07-03:00,360
EKCH,SBBR,21:53+02:00,08:19-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1285,LBSF,WIII,17:51+03:00,06:46+07:00,320|534,WIII,SBBR,11:05+07:00,08:19-03:00,320
EKCH,SBBR,21:53+02:00,17:15-03:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1285,LBSF,WIII,17:51+03:00,06:46+07:00,320|536,WIII,SBBR,20:01+07:00,17:15-03:00,340
EKCH,SBBR,05:39+02:00,03:03-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|316,LKPR,SVMI,11:28+02:00,17:05-04:00,300|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300
EKCH,SBBR,05:39+02:00,03:03-03:00,2,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|318,LKPR,SVMI,18:36+02:00,00:13-04:00,340|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300
EKCH,SBBR,05:39+02:00,20:54-03:00,0,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|468,LKPR,SBBR,12:08+02:00,20:54-03:00,300
EKCH,SBBR,05:39+02:00,06:13-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|470,LKPR,SBBR,22:27+02:00,06:13-03:00,340
EKCH,SBBR,05:39+02:00,03:17-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|678,LKPR,SLLP,10:38+02:00,19:13-04:00,360|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360
EKCH,SBBR,05:39+02:00,17:17-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|682,LKPR,SLLP,22:37+02:00,07:12-04:00,360|398,SLLP,SBBR,12:27-04:00,17:17-03:00,360
EKCH,SBBR,05:39+02:00,03:17-03:00,2,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|682,LKPR,SLLP,22:37+02:00,07:12-04:00,360|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360
EKCH,SBBR,05:39+02:00,22:57-03:00,0,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|906,LKPR,LATI,09:01+02:00,12:22+02:00,300|432,LATI,SBBR,14:23+02:00,22:57-03:00,320
EKCH,SBBR,05:39+02:00,01:44-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|906,LKPR,LATI,09:01+02:00,12:22+02:00,300|434,LATI,SBBR,17:10+02:00,01:44-03:00,340
EKCH,SBBR,05:39+02:00,19:16-03:00,0,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1014,LKPR,EDDI,08:42+02:00,10:59+02:00,340|438,EDDI,SBBR,11:26+02:00,19:16-03:00,320
EKCH,SBBR,05:39+02:00,00:38-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1014,LKPR,EDDI,08:42+02:00,10:59+02:00,340|440,EDDI,SBBR,16:48+02:00,00:38-03:00,320
EKCH,SBBR,05:39+02:00,12:37-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360|436,EDDI,SBBR,04:47+02:00,12:37-03:00,320
EKCH,SBBR,05:39+02:00,19:16-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360|438,EDDI,SBBR,11:26+02:00,19:16-03:00,320
EKCH,SBBR,05:39+02:00,00:38-03:00,2,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360|440,EDDI,SBBR,16:48+02:00,00:38-03:00,320
EKCH,SBBR,05:39+02:00,07:18-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1042,LKPR,LOWW,08:52+02:00,10:12+02:00,320|446,LOWW,SBBR,23:32+02:00,07:18-03:00,300
EKCH,SBBR,05:39+02:00,00:56-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1086,LKPR,EBCI,10:45+02:00,12:38+02:00,340|452,EBCI,SBBR,16:54+02:00,00:56-03:00,320
EKCH,SBBR,05:39+02:00,00:56-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1088,LKPR,EBCI,13:28+02:00,15:21+02:00,300|452,EBCI,SBBR,16:54+02:00,00:56-03:00,320
EKCH,SBBR,05:39+02:00,21:51-03:00,0,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1206,LKPR,LBSF,08:50+02:00,12:15+03:00,360|460,LBSF,SBBR,13:51+03:00,21:51-03:00,340
EKCH,SBBR,05:39+02:00,03:11-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1206,LKPR,LBSF,08:50+02:00,12:15+03:00,360|462,LBSF,SBBR,19:11+03:00,03:11-03:00,320
EKCH,SBBR,05:39+02:00,21:51-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1208,LKPR,LBSF,23:24+02:00,03:49+03:00,320|460,LBSF,SBBR,13:51+03:00,21:51-03:00,340
EKCH,SBBR,05:39+02:00,03:11-03:00,2,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1208,LKPR,LBSF,23:24+02:00,03:49+03:00,320|462,LBSF,SBBR,19:11+03:00,03:11-03:00,320
EKCH,SBBR,05:39+02:00,20:46-03:00,0,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1293,LKPR,LDZA,08:04+02:00,10:47+02:00,320|474,LDZA,SBBR,12:12+02:00,20:46-03:00,340
EKCH,SBBR,05:39+02:00,22:14-03:00,0,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1307,LKPR,EHAM,07:36+02:00,09:31+02:00,340|480,EHAM,SBBR,14:01+02:00,22:14-03:00,320
EKCH,SBBR,05:39+02:00,01:54-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1307,LKPR,EHAM,07:36+02:00,09:31+02:00,340|482,EHAM,SBBR,17:41+02:00,01:54-03:00,300
EKCH,SBBR,05:39+02:00,20:49-03:00,0,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1323,LKPR,RKSI,09:04+02:00,19:53+09:00,300|492,RKSI,SBBR,20:11+09:00,20:49-03:00,300
EKCH,SBBR,05:39+02:00,10:06-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1327,LKPR,RKSI,21:26+02:00,07:15+09:00,300|490,RKSI,SBBR,10:28+09:00,10:06-03:00,360
EKCH,SBBR,05:39+02:00,20:49-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1327,LKPR,RKSI,21:26+02:00,07:15+09:00,300|492,RKSI,SBBR,20:11+09:00,20:49-03:00,300
EKCH,SBBR,06:07+02:00,03:03-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|316,LKPR,SVMI,11:28+02:00,17:05-04:00,300|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300
EKCH,SBBR,06:07+02:00,03:03-03:00,2,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|318,LKPR,SVMI,18:36+02:00,00:13-04:00,340|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300
EKCH,SBBR,06:07+02:00,20:54-03:00,0,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|468,LKPR,SBBR,12:08+02:00,20:54-03:00,300
EKCH,SBBR,06:07+02:00,06:13-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|470,LKPR,SBBR,22:27+02:00,06:13-03:00,340
EKCH,SBBR,06:07+02:00,03:17-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|678,LKPR,SLLP,10:38+02:00,19:13-04:00,360|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360
EKCH,SBBR,06:07+02:00,17:17-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|682,LKPR,SLLP,22:37+02:00,07:12-04:00,360|398,SLLP,SBBR,12:27-04:00,17:17-03:00,360
EKCH,SBBR,06:07+02:00,03:17-03:00,2,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|682,LKPR,SLLP,22:37+02:00,07:12-04:00,360|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360
EKCH,SBBR,06:07+02:00,11:12-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|860,LKPR,SUAA,14:45+02:00,01:20-03:00,340|424,SUAA,SBBR,07:19-03:00,11:12-03:00,320
EKCH,SBBR,06:07+02:00,18:35-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|860,LKPR,SUAA,14:45+02:00,01:20-03:00,340|426,SUAA,SBBR,14:42-03:00,18:35-03:00,340
EKCH,SBBR,06:07+02:00,00:04-03:00,2,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|860,LKPR,SUAA,14:45+02:00,01:20-03:00,340|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320
EKCH,SBBR,06:07+02:00,11:12-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|862,LKPR,SUAA,18:23+02:00,05:58-03:00,360|424,SUAA,SBBR,07:19-03:00,11:12-03:00,320
EKCH,SBBR,06:07+02:00,18:35-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|862,LKPR,SUAA,18:23+02:00,05:58-03:00,360|426,SUAA,SBBR,14:42-03:00,18:35-03:00,340
EKCH,SBBR,06:07+02:00,00:04-03:00,2,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|862,LKPR,SUAA,18:23+02:00,05:58-03:00,360|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320
EKCH,SBBR,06:07+02:00,22:57-03:00,0,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|906,LKPR,LATI,09:01+02:00,12:22+02:00,300|432,LATI,SBBR,14:23+02:00,22:57-03:00,320
EKCH,SBBR,06:07+02:00,01:44-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|906,LKPR,LATI,09:01+02:00,12:22+02:00,300|434,LATI,SBBR,17:10+02:00,01:44-03:00,340
EKCH,SBBR,06:07+02:00,12:37-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360|436,EDDI,SBBR,04:47+02:00,12:37-03:00,320
EKCH,SBBR,06:07+02:00,19:16-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360|438,EDDI,SBBR,11:26+02:00,19:16-03:00,320
EKCH,SBBR,06:07+02:00,00:38-03:00,2,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360|440,EDDI,SBBR,16:48+02:00,00:38-03:00,320
EKCH,SBBR,06:07+02:00,00:56-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|1086,LKPR,EBCI,10:45+02:00,12:38+02:00,340|452,EBCI,SBBR,16:54+02:00,00:56-03:00,320
EKCH,SBBR,06:07+02:00,00:56-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|1088,LKPR,EBCI,13:28+02:00,15:21+02:00,300|452,EBCI,SBBR,16:54+02:00,00:56-03:00,320
EKCH,SBBR,06:07+02:00,21:51-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|1208,LKPR,LBSF,23:24+02:00,03:49+03:00,320|460,LBSF,SBBR,13:51+03:00,21:51-03:00,340
EKCH,SBBR,06:07+02:00,03:11-03:00,2,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|1208,LKPR,LBSF,23:24+02:00,03:49+03:00,320|462,LBSF,SBBR,19:11+03:00,03:11-03:00,320
EKCH,SBBR,06:07+02:00,20:49-03:00,0,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|1323,LKPR,RKSI,09:04+02:00,19:53+09:00,300|492,RKSI,SBBR,20:11+09:00,20:49-03:00,300
EKCH,SBBR,06:07+02:00,10:06-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|1327,LKPR,RKSI,21:26+02:00,07:15+09:00,300|490,RKSI,SBBR,10:28+09:00,10:06-03:00,360
EKCH,SBBR,06:07+02:00,20:49-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|1327,LKPR,RKSI,21:26+02:00,07:15+09:00,300|492,RKSI,SBBR,20:11+09:00,20:49-03:00,300
EKCH,SBBR,13:21+02:00,03:03-03:00,2,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|318,LKPR,SVMI,18:36+02:00,00:13-04:00,340|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300
EKCH,SBBR,13:21+02:00,06:13-03:00,1,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|470,LKPR,SBBR,22:27+02:00,06:13-03:00,340
EKCH,SBBR,13:21+02:00,17:17-03:00,1,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|682,LKPR,SLLP,22:37+02:00,07:12-04:00,360|398,SLLP,SBBR,12:27-04:00,17:17-03:00,360
EKCH,SBBR,13:21+02:00,03:17-03:00,2,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|682,LKPR,SLLP,22:37+02:00,07:12-04:00,360|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360
EKCH,SBBR,13:21+02:00,11:12-03:00,1,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|862,LKPR,SUAA,18:23+02:00,05:58-03:00,360|424,SUAA,SBBR,07:19-03:00,11:12-03:00,320
EKCH,SBBR,13:21+02:00,18:35-03:00,1,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|862,LKPR,SUAA,18:23+02:00,05:58-03:00,360|426,SUAA,SBBR,14:42-03:00,18:35-03:00,340
EKCH,SBBR,13:21+02:00,00:04-03:00,2,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|862,LKPR,SUAA,18:23+02:00,05:58-03:00,360|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320
EKCH,SBBR,13:21+02:00,12:37-03:00,1,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360|436,EDDI,SBBR,04:47+02:00,12:37-03:00,320
EKCH,SBBR,13:21+02:00,19:16-03:00,1,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360|438,EDDI,SBBR,11:26+02:00,19:16-03:00,320
EKCH,SBBR,13:21+02:00,00:38-03:00,2,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360|440,EDDI,SBBR,16:48+02:00,00:38-03:00,320
