LKPR,SKBO,05:04+02:00,21:42-05:00,0,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LKPR,SVMI,01:25+02:00,18:43-04:00,0,false|LKPR,RKSI,01:25+02:00,11:14+09:00,340|RKSI,UMMS,12:13+09:00,10:56+03:00,340|UMMS,SVMI,12:55+03:00,18:43-04:00,320
LKPR,SVMI,01:25+02:00,04:26-04:00,1,false|LKPR,RKSI,01:25+02:00,11:14+09:00,340|RKSI,UMMS,12:13+09:00,10:56+03:00,340|UMMS,SVMI,22:38+03:00,04:26-04:00,300
LKPR,SVMI,01:25+02:00,04:26-04:00,1,false|LKPR,RKSI,01:25+02:00,11:14+09:00,340|RKSI,UMMS,22:15+09:00,20:58+03:00,300|UMMS,SVMI,22:38+03:00,04:26-04:00,300
LKPR,SVMI,01:25+02:00,03:41-04:00,1,false|LKPR,RKSI,01:25+02:00,11:14+09:00,340|RKSI,LBSF,19:00+09:00,16:22+03:00,300|LBSF,SVMI,21:08+03:00,03:41-04:00,300
LKPR,SVMI,01:25+02:00,03:33-04:00,1,false|LKPR,RKSI,01:25+02:00,11:14+09:00,340|RKSI,LDZA,17:20+09:00,13:31+02:00,300|LDZA,SVMI,21:45+02:00,03:33-04:00,360
LKPR,SVMI,01:25+02:00,03:33-04:00,1,false|LKPR,RKSI,01:25+02:00,11:14+09:00,340|RKSI,LDZA,22:32+09:00,18:43+02:00,340|LDZA,SVMI,21:45+02:00,03:33-04:00,360
LKPR,SVMI,01:25+02:00,00:22-04:00,1,false|LKPR,RKSI,01:25+02:00,11:14+09:00,340|RKSI,EKCH,17:19+09:00,14:50+02:00,300|EKCH,SVMI,18:53+02:00,00:22-04:00,300
LKPR,SVMI,01:25+02:00,15:09-04:00,0,false|LKPR,RKSI,01:25+02:00,11:14+09:00,340|RKSI,VTBS,11:54+09:00,14:16+07:00,320|VTBS,SVMI,14:46+07:00,15:09-04:00,340
LKPR,SVMI,01:25+02:00,23:26-04:00,0,false|LKPR,RKSI,01:25+02:00,11:14+09:00,340|RKSI,VTBS,11:54+09:00,14:16+07:00,320|VTBS,SVMI,22:03+07:00,23:26-04:00,360
LKPR,SVMI,01:25+02:00,23:26-04:00,0,false|LKPR,RKSI,01:25+02:00,11:14+09:00,340|RKSI,VTBS,15:18+09:00,18:40+07:00,360|VTBS,SVMI,22:03+07:00,23:26-04:00,360
LKPR,SVMI,01:25+02:00,03:47-04:00,1,false|LKPR,RKSI,01:25+02:00,11:14+09:00,340|RKSI,OMDB,12:49+09:00,14:11+04:00,300|OMDB,SVMI,18:01+04:00,03:47-04:00,320
LKPR,SVMI,01:25+02:00,23:01-04:00,0,false|LKPR,RKSI,01:25+02:00,11:14+09:00,340|RKSI,ZBAA,12:09+09:00,13:35+08:00,340|ZBAA,SVMI,23:43+08:00,23:01-04:00,340
LKPR,SVMI,01:25+02:00,07:36-04:00,1,false|LKPR,RKSI,01:25+02:00,11:14+09:00,340|RKSI,ZBAA,23:24+09:00,00:50+08:00,320|ZBAA,SVMI,07:18+08:00,07:36-04:00,300
LKPR,SVMI,01:25+02:00,13:47-04:00,1,false|LKPR,RKSI,01:25+02:00,11:14+09:00,340|RKSI,ZBAA,23:24+09:00,00:50+08:00,320|ZBAA,SVMI,13:29+08:00,13:47-04:00,320
LKPR,SVMI,01:25+02:00,23:01-04:00,1,false|LKPR,RKSI,01:25+02:00,11:14+09:00,340|RKSI,ZBAA,23:24+09:00,00:50+08:00,320|ZBAA,SVMI,23:43+08:00,23:01-04:00,340
LKPR,SVMI,09:04+02:00,03:08-04:00,1,false|LKPR,RKSI,09:04+02:00,19:53+09:00,300|RKSI,SEQM,20:48+09:00,20:23-05:00,300|SEQM,SVMI,22:58-05:00,03:08-04:00,360
LKPR,SVMI,09:04+02:00,22:23-04:00,0,false|LKPR,RKSI,09:04+02:00,19:53+09:00,300|RKSI,SVMI,23:58+09:00,22:23-04:00,300
LKPR,SVMI,09:04+02:00,01:09-04:00,1,false|LKPR,RKSI,09:04+02:00,19:53+09:00,300|RKSI,LATI,21:00+09:00,16:56+02:00,340|LATI,SVMI,18:00+02:00,01:09-04:00,360
LKPR,SVMI,09:04+02:00,04:26-04:00,1,false|LKPR,RKSI,09:04+02:00,19:53+09:00,300|RKSI,UMMS,22:15+09:00,20:58+03:00,300|UMMS,SVMI,22:38+03:00,04:26-04:00,300
LKPR,SVMI,09:04+02:00,03:33-04:00,1,false|LKPR,RKSI,09:04+02:00,19:53+09:00,300|RKSI,LDZA,22:32+09:00,18:43+02:00,340|LDZA,SVMI,21:45+02:00,03:33-04:00,360
LKPR,SVMI,09:04+02:00,16:08-04:00,1,false|LKPR,RKSI,09:04+02:00,19:53+09:00,300|RKSI,VIDP,20:29+09:00,01:06+05:00,300|VIDP,SVMI,06:16+05:00,16:08-04:00,320
LKPR,SVMI,09:04+02:00,20:24-04:00,1,false|LKPR,RKSI,09:04+02:00,19:53+09:00,300|RKSI,VIDP,20:29+09:00,01:06+05:00,300|VIDP,SVMI,10:32+05:00,20:24-04:00,320
LKPR,SVMI,09:04+02:00,04:19-04:00,2,false|LKPR,RKSI,09:04+02:00,19:53+09:00,300|RKSI,VIDP,20:29+09:00,01:06+05:00,300|VIDP,SVMI,18:27+05:00,04:19-04:00,340
LKPR,SVMI,09:04+02:00,07:36-04:00,1,false|LKPR,RKSI,09:04+02:00,19:53+09:00,300|RKSI,ZBAA,23:24+09:00,00:50+08:00,320|ZBAA,SVMI,07:18+08:00,07:36-04:00,300
LKPR,SVMI,09:04+02:00,13:47-04:00,1,false|LKPR,RKSI,09:04+02:00,19:53+09:00,300|RKSI,ZBAA,23:24+09:00,00:50+08:00,320|ZBAA,SVMI,13:29+08:00,13:47-04:00,320
LKPR,SVMI,09:04+02:00,23:01-04:00,1,false|LKPR,RKSI,09:04+02:00,19:53+09:00,300|RKSI,ZBAA,23:24+09:00,00:50+08:00,320|ZBAA,SVMI,23:43+08:00,23:01-04:00,340
LKPR,SVMI,12:43+02:00,22:23-04:00,0,false|LKPR,RKSI,12:43+02:00,22:32+09:00,300|RKSI,SVMI,23:58+09:00,22:23-04:00,300
LKPR,SVMI,12:43+02:00,07:36-04:00,1,false|LKPR,RKSI,12:43+02:00,22:32+09:00,300|RKSI,ZBAA,23:24+09:00,00:50+08:00,320|ZBAA,SVMI,07:18+08:00,07:36-04:00,300
LKPR,SVMI,12:43+02:00,13:47-04:00,1,false|LKPR,RKSI,12:43+02:00,22:32+09:00,300|RKSI,ZBAA,23:24+09:00,00:50+08:00,320|ZBAA,SVMI,13:29+08:00,13:47-04:00,320
LKPR,SVMI,12:43+02:00,23:01-04:00,1,false|LKPR,RKSI,12:43+02:00,22:32+09:00,300|RKSI,ZBAA,23:24+09:00,00:50+08:00,320|ZBAA,SVMI,23:43+08:00,23:01-04:00,340
LKPR,SVMI,21:26+02:00,03:08-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,SEQM,17:14+09:00,17:49-05:00,320|SEQM,SVMI,22:58-05:00,03:08-04:00,360
LKPR,SVMI,21:26+02:00,03:08-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,SEQM,20:48+09:00,20:23-05:00,300|SEQM,SVMI,22:58-05:00,03:08-04:00,360
LKPR,SVMI,21:26+02:00,08:27-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,SVMI,09:02+09:00,08:27-04:00,300
LKPR,SVMI,21:26+02:00,12:53-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,SVMI,13:28+09:00,12:53-04:00,300
LKPR,SVMI,21:26+02:00,22:23-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,SVMI,23:58+09:00,22:23-04:00,300
LKPR,SVMI,21:26+02:00,22:27-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,SLLP,10:24+09:00,11:15-04:00,320|SLLP,SVMI,17:49-04:00,22:27-04:00,300
LKPR,SVMI,21:26+02:00,21:30-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,LATI,08:46+09:00,03:42+02:00,320|LATI,SVMI,14:21+02:00,21:30-04:00,300
LKPR,SVMI,21:26+02:00,01:09-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,LATI,08:46+09:00,03:42+02:00,320|LATI,SVMI,18:00+02:00,01:09-04:00,360
LKPR,SVMI,21:26+02:00,01:09-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,LATI,21:00+09:00,16:56+02:00,340|LATI,SVMI,18:00+02:00,01:09-04:00,360
LKPR,SVMI,21:26+02:00,18:43-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,UMMS,09:43+09:00,07:26+03:00,320|UMMS,SVMI,12:55+03:00,18:43-04:00,320
LKPR,SVMI,21:26+02:00,04:26-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,UMMS,09:43+09:00,07:26+03:00,320|UMMS,SVMI,22:38+03:00,04:26-04:00,300
LKPR,SVMI,21:26+02:00,18:43-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,UMMS,12:13+09:00,10:56+03:00,340|UMMS,SVMI,12:55+03:00,18:43-04:00,320
LKPR,SVMI,21:26+02:00,04:26-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,UMMS,12:13+09:00,10:56+03:00,340|UMMS,SVMI,22:38+03:00,04:26-04:00,300
LKPR,SVMI,21:26+02:00,04:26-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,UMMS,22:15+09:00,20:58+03:00,300|UMMS,SVMI,22:38+03:00,04:26-04:00,300
LKPR,SVMI,21:26+02:00,15:01-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,LBSF,10:31+09:00,07:53+03:00,320|LBSF,SVMI,09:28+03:00,15:01-04:00,340
LKPR,SVMI,21:26+02:00,19:47-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,LBSF,10:31+09:00,07:53+03:00,320|LBSF,SVMI,13:14+03:00,19:47-04:00,320
LKPR,SVMI,21:26+02:00,03:41-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,LBSF,10:31+09:00,07:53+03:00,320|LBSF,SVMI,21:08+03:00,03:41-04:00,300
LKPR,SVMI,21:26+02:00,03:41-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,LBSF,19:00+09:00,16:22+03:00,300|LBSF,SVMI,21:08+03:00,03:41-04:00,300
LKPR,SVMI,21:26+02:00,10:08-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,LDZA,07:26+09:00,03:37+02:00,300|LDZA,SVMI,04:20+02:00,10:08-04:00,320
LKPR,SVMI,21:26+02:00,14:17-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,LDZA,07:26+09:00,03:37+02:00,300|LDZA,SVMI,08:29+02:00,14:17-04:00,340
LKPR,SVMI,21:26+02:00,03:33-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,LDZA,07:26+09:00,03:37+02:00,300|LDZA,SVMI,21:45+02:00,03:33-04:00,360
LKPR,SVMI,21:26+02:00,03:33-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,LDZA,17:20+09:00,13:31+02:00,300|LDZA,SVMI,21:45+02:00,03:33-04:00,360
LKPR,SVMI,21:26+02:00,03:33-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,LDZA,22:32+09:00,18:43+02:00,340|LDZA,SVMI,21:45+02:00,03:33-04:00,360
LKPR,SVMI,21:26+02:00,12:51-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,EKCH,07:51+09:00,04:22+02:00,360|EKCH,SVMI,06:22+02:00,12:51-04:00,360
LKPR,SVMI,21:26+02:00,14:19-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,EKCH,07:51+09:00,04:22+02:00,360|EKCH,SVMI,08:50+02:00,14:19-04:00,320
LKPR,SVMI,21:26+02:00,00:22-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,EKCH,07:51+09:00,04:22+02:00,360|EKCH,SVMI,18:53+02:00,00:22-04:00,300
LKPR,SVMI,21:26+02:00,00:22-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,EKCH,17:19+09:00,14:50+02:00,300|EKCH,SVMI,18:53+02:00,00:22-04:00,300
LKPR,SVMI,21:26+02:00,04:19-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,VIDP,09:43+09:00,14:20+05:00,340|VIDP,SVMI,18:27+05:00,04:19-04:00,340
LKPR,SVMI,21:26+02:00,15:09-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,VTBS,11:54+09:00,14:16+07:00,320|VTBS,SVMI,14:46+07:00,15:09-04:00,340
LKPR,SVMI,21:26+02:00,23:26-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,VTBS,11:54+09:00,14:16+07:00,320|VTBS,SVMI,22:03+07:00,23:26-04:00,360
LKPR,SVMI,21:26+02:00,23:26-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,VTBS,15:18+09:00,18:40+07:00,360|VTBS,SVMI,22:03+07:00,23:26-04:00,360
LKPR,SVMI,21:26+02:00,03:47-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,OMDB,07:55+09:00,09:17+04:00,300|OMDB,SVMI,18:01+04:00,03:47-04:00,320
LKPR,SVMI,21:26+02:00,03:47-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,OMDB,12:49+09:00,14:11+04:00,300|OMDB,SVMI,18:01+04:00,03:47-04:00,320
LKPR,SVMI,21:26+02:00,23:01-04:00,1,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,ZBAA,12:09+09:00,13:35+08:00,340|ZBAA,SVMI,23:43+08:00,23:01-04:00,340
LKPR,SVMI,21:26+02:00,07:36-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,ZBAA,23:24+09:00,00:50+08:00,320|ZBAA,SVMI,07:18+08:00,07:36-04:00,300
LKPR,SVMI,21:26+02:00,13:47-04:00,2,false|LKPR,RKSI,21:26+02:00,07:15+09:00,300|RKSI,ZBAA,23:24+09:00,00:50+08:00,320|ZBAA,SVMI,13:29+08:00,13:47-04:00,320
LKPR,SBBR,05:04+02:00,03:03-03:00,2,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,SVMI,22:58-05:00,03:08-04:00,360|SVMI,SBBR,20:41-04:00,03:03-03:00,300
LKPR,SBBR,05:04+02:00,02:12-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,SBBR,18:26-05:00,02:12-03:00,320
LKPR,SBBR,05:04+02:00,03:17-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,SLLP,16:32-05:00,21:09-04:00,320|SLLP,SBBR,22:27-04:00,03:17-03:00,360
LKPR,SBBR,05:04+02:00,11:49-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,SLLP,20:09-05:00,01:46-04:00,320|SLLP,SBBR,06:59-04:00,11:49-03:00,320
LKPR,SBBR,05:04+02:00,17:17-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,SLLP,20:09-05:00,01:46-04:00,320|SLLP,SBBR,12:27-04:00,17:17-03:00,360
LKPR,SBBR,05:04+02:00,03:17-03:00,2,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,SLLP,20:09-05:00,01:46-04:00,320|SLLP,SBBR,22:27-04:00,03:17-03:00,360
LKPR,SBBR,05:04+02:00,16:59-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,SCEL,17:49-05:00,01:33-03:00,320|SCEL,SBBR,11:08-03:00,16:59-03:00,340
LKPR,SBBR,05:04+02:00,21:22-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,SCEL,17:49-05:00,01:33-03:00,320|SCEL,SBBR,16:31-03:00,21:22-03:00,300
LKPR,SBBR,05:04+02:00,10:47-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,SABE,18:08-05:00,03:33-03:00,320|SABE,SBBR,06:48-03:00,10:47-03:00,300
LKPR,SBBR,05:04+02:00,21:25-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,SABE,18:08-05:00,03:33-03:00,320|SABE,SBBR,17:26-03:00,21:25-03:00,320
LKPR,SBBR,05:04+02:00,03:07-03:00,2,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,SABE,18:08-05:00,03:33-03:00,320|SABE,SBBR,23:08-03:00,03:07-03:00,300
LKPR,SBBR,05:04+02:00,19:16-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,EDDI,13:04-05:00,10:44+02:00,320|EDDI,SBBR,11:26+02:00,19:16-03:00,320
LKPR,SBBR,05:04+02:00,00:38-03:00,2,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,EDDI,13:04-05:00,10:44+02:00,320|EDDI,SBBR,16:48+02:00,00:38-03:00,320
LKPR,SBBR,05:04+02:00,20:46-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,LDZA,14:58-05:00,11:57+02:00,320|LDZA,SBBR,12:12+02:00,20:46-03:00,340
LKPR,SBBR,05:04+02:00,18:22-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,VIDP,17:11-05:00,01:12+05:00,300|VIDP,SBBR,07:38+05:00,18:22-03:00,340
LKPR,SBBR,05:04+02:00,18:22-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,VIDP,20:03-05:00,04:04+05:00,360|VIDP,SBBR,07:38+05:00,18:22-03:00,340
LKPR,SBBR,05:04+02:00,20:49-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,RKSI,13:14-05:00,17:49+09:00,300|RKSI,SBBR,20:11+09:00,20:49-03:00,300
LKPR,SBBR,05:04+02:00,18:44-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,ZBAA,13:03-05:00,16:32+08:00,300|ZBAA,SBBR,17:58+08:00,18:44-03:00,360
LKPR,SBBR,05:04+02:00,08:58-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,ZBAA,21:29-05:00,00:58+08:00,360|ZBAA,SBBR,07:12+08:00,08:58-03:00,360
LKPR,SBBR,05:04+02:00,11:47-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,ZBAA,21:29-05:00,00:58+08:00,360|ZBAA,SBBR,10:01+08:00,11:47-03:00,360
LKPR,SBBR,05:04+02:00,18:44-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,ZBAA,21:29-05:00,00:58+08:00,360|ZBAA,SBBR,17:58+08:00,18:44-03:00,360
LKPR,SBBR,05:04+02:00,15:55-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,WMKK,13:09-05:00,16:27+08:00,340|WMKK,SBBR,16:41+08:00,15:55-03:00,320
LKPR,SBBR,05:04+02:00,22:18-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,WMKK,13:09-05:00,16:27+08:00,340|WMKK,SBBR,23:04+08:00,22:18-03:00,360
LKPR,SBBR,05:04+02:00,03:14-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,WMKK,21:31-05:00,00:49+08:00,300|WMKK,SBBR,04:00+08:00,03:14-03:00,320
LKPR,SBBR,05:04+02:00,06:05-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,WMKK,21:31-05:00,00:49+08:00,300|WMKK,SBBR,07:51+08:00,06:05-03:00,360
LKPR,SBBR,05:04+02:00,15:55-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,WMKK,21:31-05:00,00:49+08:00,300|WMKK,SBBR,16:41+08:00,15:55-03:00,320
LKPR,SBBR,05:04+02:00,22:18-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,WMKK,21:31-05:00,00:49+08:00,300|WMKK,SBBR,23:04+08:00,22:18-03:00,360
LKPR,SBBR,05:04+02:00,17:15-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,WIII,17:29-05:00,16:00+07:00,300|WIII,SBBR,20:01+07:00,17:15-03:00,340
LKPR,SBBR,05:04+02:00,17:15-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,WIII,20:58-05:00,19:29+07:00,360|WIII,SBBR,20:01+07:00,17:15-03:00,340
LKPR,SBBR,05:04+02:00,22:55-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,RPLL,16:03-05:00,19:38+08:00,360|RPLL,SBBR,22:49+08:00,22:55-03:00,320
LKPR,SBBR,05:04+02:00,07:52-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,RPLL,23:03-05:00,02:38+08:00,300|RPLL,SBBR,07:46+08:00,07:52-03:00,300
LKPR,SBBR,05:04+02:00,16:42-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,RPLL,23:03-05:00,02:38+08:00,300|RPLL,SBBR,16:36+08:00,16:42-03:00,300
LKPR,SBBR,05:04+02:00,22:55-03:00,1,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,RPLL,23:03-05:00,02:38+08:00,300|RPLL,SBBR,22:49+08:00,22:55-03:00,320
LKPR,SBBR,14:31+02:00,03:03-03:00,2,false|LKPR,SEQM,14:31+02:00,21:17-05:00,360|SEQM,SVMI,22:58-05:00,03:08-04:00,360|SVMI,SBBR,20:41-04:00,03:03-03:00,300
LKPR,SBBR,14:31+02:00,07:18-03:00,2,false|LKPR,SEQM,14:31+02:00,21:17-05:00,360|SEQM,LOWW,22:20-05:00,19:17+02:00,300|LOWW,SBBR,23:32+02:00,07:18-03:00,300
LKPR,SBBR,14:31+02:00,08:58-03:00,1,false|LKPR,SEQM,14:31+02:00,21:17-05:00,360|SEQM,ZBAA,21:29-05:00,00:58+08:00,360|ZBAA,SBBR,07:12+08:00,08:58-03:00,360
LKPR,SBBR,14:31+02:00,11:47-03:00,1,false|LKPR,SEQM,14:31+02:00,21:17-05:00,360|SEQM,ZBAA,21:29-05:00,00:58+08:00,360|ZBAA,SBBR,10:01+08:00,11:47-03:00,360
LKPR,SBBR,14:31+02:00,18:44-03:00,1,false|LKPR,SEQM,14:31+02:00,21:17-05:00,360|SEQM,ZBAA,21:29-05:00,00:58+08:00,360|ZBAA,SBBR,17:58+08:00,18:44-03:00,360
LKPR,SBBR,14:31+02:00,03:14-03:00,1,false|LKPR,SEQM,14:31+02:00,21:17-05:00,360|SEQM,WMKK,21:31-05:00,00:49+08:00,300|WMKK,SBBR,04:00+08:00,03:14-03:00,320
LKPR,SBBR,14:31+02:00,06:05-03:00,1,false|LKPR,SEQM,14:31+02:00,21:17-05:00,360|SEQM,WMKK,21:31-05:00,00:49+08:00,300|WMKK,SBBR,07:51+08:00,06:05-03:00,360
LKPR,SBBR,14:31+02:00,15:55-03:00,1,false|LKPR,SEQM,14:31+02:00,21:17-05:00,360|SEQM,WMKK,21:31-05:00,00:49+08:00,300|WMKK,SBBR,16:41+08:00,15:55-03:00,320
LKPR,SBBR,14:31+02:00,22:18-03:00,1,false|LKPR,SEQM,14:31+02:00,21:17-05:00,360|SEQM,WMKK,21:31-05:00,00:49+08:00,300|WMKK,SBBR,23:04+08:00,22:18-03:00,360
LKPR,SBBR,14:31+02:00,07:52-03:00,1,false|LKPR,SEQM,14:31+02:00,21:17-05:00,360|SEQM,RPLL,23:03-05:00,02:38+08:00,300|RPLL,SBBR,07:46+08:00,07:52-03:00,300
LKPR,SBBR,14:31+02:00,16:42-03:00,1,false|LKPR,SEQM,14:31+02:00,21:17-05:00,360|SEQM,RPLL,23:03-05:00,02:38+08:00,300|RPLL,SBBR,16:36+08:00,16:42-03:00,300
LKPR,SBBR,14:31+02:00,22:55-03:00,1,false|LKPR,SEQM,14:31+02:00,21:17-05:00,360|SEQM,RPLL,23:03-05:00,02:38+08:00,300|RPLL,SBBR,22:49+08:00,22:55-03:00,320
LKPR,SBBR,05:13+02:00,04:57-03:00,1,false|LKPR,SVMI,05:13+02:00,11:50-04:00,300|SVMI,SKBO,14:35-04:00,16:58-05:00,340|SKBO,SBBR,20:22-05:00,04:57-03:00,360
LKPR,SBBR,05:13+02:00,02:12-03:00,1,false|LKPR,SVMI,05:13+02:00,11:50-04:00,300|SVMI,SEQM,14:49-04:00,17:59-05:00,300|SEQM,SBBR,18:26-05:00,02:12-03:00,320
LKPR,SBBR,05:13+02:00,03:03-03:00,1,false|LKPR,SVMI,05:13+02:00,11:50-04:00,300|SVMI,SBBR,20:41-04:00,03:03-03:00,300
LKPR,SBBR,05:13+02:00,14:04-03:00,1,false|LKPR,SVMI,05:13+02:00,11:50-04:00,300|SVMI,SGAS,22:21-04:00,05:23-04:00,320|SGAS,SBBR,10:09-04:00,14:04-03:00,340
LKPR,SBBR,05:13+02:00,19:42-03:00,1,false|LKPR,SVMI,05:13+02:00,11:50-04:00,300|SVMI,SGAS,22:21-04:00,05:23-04:00,320|SGAS,SBBR,15:47-04:00,19:42-03:00,320
LKPR,SBBR,05:13+02:00,00:25-03:00,2,false|LKPR,SVMI,05:13+02:00,11:50-04:00,300|SVMI,SGAS,22:21-04:00,05:23-04:00,320|SGAS,SBBR,20:30-04:00,00:25-03:00,340
LKPR,SBBR,05:13+02:00,11:12-03:00,1,false|LKPR,SVMI,05:13+02:00,11:50-04:00,300|SVMI,SUAA,19:49-04:00,04:06-03:00,300|SUAA,SBBR,07:19-03:00,11:12-03:00,320
LKPR,SBBR,05:13+02:00,18:35-03:00,1,false|LKPR,SVMI,05:13+02:00,11:50-04:00,300|SVMI,SUAA,19:49-04:00,04:06-03:00,300|SUAA,SBBR,14:42-03:00,18:35-03:00,340
LKPR,SBBR,05:13+02:00,00:04-03:00,2,false|LKPR,SVMI,05:13+02:00,11:50-04:00,300|SVMI,SUAA,19:49-04:00,04:06-03:00,300|SUAA,SBBR,20:11-03:00,00:04-03:00,320
LKPR,SBBR,05:13+02:00,22:57-03:00,1,false|LKPR,SVMI,05:13+02:00,11:50-04:00,300|SVMI,LATI,18:33-04:00,13:42+02:00,340|LATI,SBBR,14:23+02:00,22:57-03:00,320
LKPR,SBBR,05:13+02:00,01:44-03:00,2,false|LKPR,SVMI,05:13+02:00,11:50-04:00,300|SVMI,LATI,18:33-04:00,13:42+02:00,340|LATI,SBBR,17:10+02:00,01:44-03:00,340
LKPR,SBBR,05:13+02:00,19:16-03:00,1,false|LKPR,SVMI,05:13+02:00,11:50-04:00,300|SVMI,EDDI,17:38-04:00,11:10+02:00,340|EDDI,SBBR,11:26+02:00,19:16-03:00,320
