OMDB,SKBO,00:23+04:00,21:42-05:00,0,false|OMDB,SEQM,00:23+04:00,10:19-05:00,320|SEQM,SKBO,19:55-05:00,21:42-05:00,360
OMDB,SVMI,06:38+04:00,04:26-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SVMI,22:38+03:00,04:26-04:00,300
OMDB,SVMI,06:38+04:00,10:26-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SPIM,15:15+03:00,00:26-05:00,360|SPIM,SVMI,04:00-05:00,10:26-04:00,360
OMDB,SVMI,06:38+04:00,17:32-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SPIM,15:15+03:00,00:26-05:00,360|SPIM,SVMI,11:06-05:00,17:32-04:00,340
OMDB,SVMI,06:38+04:00,22:54-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SPIM,15:15+03:00,00:26-05:00,360|SPIM,SVMI,16:28-05:00,22:54-04:00,360
OMDB,SVMI,06:38+04:00,00:41-04:00,2,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SPIM,15:15+03:00,00:26-05:00,360|SPIM,SVMI,18:15-05:00,00:41-04:00,340
OMDB,SVMI,06:38+04:00,17:32-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SPIM,23:27+03:00,08:38-05:00,320|SPIM,SVMI,11:06-05:00,17:32-04:00,340
OMDB,SVMI,06:38+04:00,22:54-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SPIM,23:27+03:00,08:38-05:00,320|SPIM,SVMI,16:28-05:00,22:54-04:00,360
OMDB,SVMI,06:38+04:00,00:41-04:00,2,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SPIM,23:27+03:00,08:38-05:00,320|SPIM,SVMI,18:15-05:00,00:41-04:00,340
OMDB,SVMI,06:38+04:00,22:27-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SLLP,19:03+03:00,04:55-04:00,340|SLLP,SVMI,17:49-04:00,22:27-04:00,300
OMDB,SVMI,06:38+04:00,11:50-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SUAA,14:22+03:00,01:12-03:00,340|SUAA,SVMI,04:33-03:00,11:50-04:00,300
OMDB,SVMI,06:38+04:00,15:50-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SUAA,14:22+03:00,01:12-03:00,340|SUAA,SVMI,08:33-03:00,15:50-04:00,360
OMDB,SVMI,06:38+04:00,19:45-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SUAA,14:22+03:00,01:12-03:00,340|SUAA,SVMI,12:28-03:00,19:45-04:00,320
OMDB,SVMI,06:38+04:00,05:57-04:00,2,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SUAA,14:22+03:00,01:12-03:00,340|SUAA,SVMI,22:40-03:00,05:57-04:00,340
OMDB,SVMI,06:38+04:00,19:45-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SUAA,22:37+03:00,09:27-03:00,340|SUAA,SVMI,12:28-03:00,19:45-04:00,320
OMDB,SVMI,06:38+04:00,05:57-04:00,2,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SUAA,22:37+03:00,09:27-03:00,340|SUAA,SVMI,22:40-03:00,05:57-04:00,340
OMDB,SVMI,06:38+04:00,03:34-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,EDDI,12:15+03:00,14:31+02:00,360|EDDI,SVMI,21:02+02:00,03:34-04:00,320
OMDB,SVMI,06:38+04:00,09:20-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SVMI,03:48+02:00,09:20-04:00,360
OMDB,SVMI,06:38+04:00,19:16-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SVMI,13:44+02:00,19:16-04:00,320
OMDB,SVMI,06:38+04:00,03:34-04:00,2,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SVMI,21:02+02:00,03:34-04:00,320
OMDB,SVMI,06:38+04:00,10:49-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,LOWW,23:38+03:00,01:54+02:00,320|LOWW,SVMI,04:01+02:00,10:49-04:00,320
OMDB,SVMI,06:38+04:00,20:58-04:00,0,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,EBCI,11:58+03:00,14:05+02:00,300|EBCI,SVMI,15:15+02:00,20:58-04:00,340
OMDB,SVMI,06:38+04:00,03:41-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,LBSF,13:18+03:00,16:54+03:00,300|LBSF,SVMI,21:08+03:00,03:41-04:00,300
OMDB,SVMI,06:38+04:00,03:33-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,LDZA,15:45+03:00,17:18+02:00,300|LDZA,SVMI,21:45+02:00,03:33-04:00,360
OMDB,SVMI,06:38+04:00,03:33-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,LDZA,17:09+03:00,19:42+02:00,320|LDZA,SVMI,21:45+02:00,03:33-04:00,360
OMDB,SVMI,06:38+04:00,19:48-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,EHAM,23:57+03:00,02:59+02:00,300|EHAM,SVMI,14:02+02:00,19:48-04:00,360
OMDB,SVMI,06:38+04:00,04:44-04:00,2,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,EHAM,23:57+03:00,02:59+02:00,300|EHAM,SVMI,23:58+02:00,04:44-04:00,340
OMDB,SVMI,06:38+04:00,08:27-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,RKSI,17:14+03:00,03:57+09:00,320|RKSI,SVMI,09:02+09:00,08:27-04:00,300
OMDB,SVMI,06:38+04:00,12:53-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,RKSI,17:14+03:00,03:57+09:00,320|RKSI,SVMI,13:28+09:00,12:53-04:00,300
OMDB,SVMI,06:38+04:00,22:23-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,RKSI,17:14+03:00,03:57+09:00,320|RKSI,SVMI,23:58+09:00,22:23-04:00,300
OMDB,SVMI,06:38+04:00,08:27-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,RKSI,18:04+03:00,04:47+09:00,320|RKSI,SVMI,09:02+09:00,08:27-04:00,300
OMDB,SVMI,06:38+04:00,12:53-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,RKSI,18:04+03:00,04:47+09:00,320|RKSI,SVMI,13:28+09:00,12:53-04:00,300
OMDB,SVMI,06:38+04:00,22:23-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,RKSI,18:04+03:00,04:47+09:00,320|RKSI,SVMI,23:58+09:00,22:23-04:00,300
OMDB,SVMI,06:38+04:00,15:09-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,VTBS,17:02+03:00,04:58+07:00,320|VTBS,SVMI,14:46+07:00,15:09-04:00,340
OMDB,SVMI,06:38+04:00,23:26-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,VTBS,17:02+03:00,04:58+07:00,320|VTBS,SVMI,22:03+07:00,23:26-04:00,360
OMDB,SVMI,06:38+04:00,15:09-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,VTBS,23:57+03:00,10:53+07:00,320|VTBS,SVMI,14:46+07:00,15:09-04:00,340
OMDB,SVMI,06:38+04:00,23:26-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,VTBS,23:57+03:00,10:53+07:00,320|VTBS,SVMI,22:03+07:00,23:26-04:00,360
OMDB,SVMI,06:38+04:00,23:01-04:00,0,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,ZBAA,12:21+03:00,21:47+08:00,320|ZBAA,SVMI,23:43+08:00,23:01-04:00,340
OMDB,SVMI,06:38+04:00,07:36-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,ZBAA,16:56+03:00,01:22+08:00,340|ZBAA,SVMI,07:18+08:00,07:36-04:00,300
OMDB,SVMI,06:38+04:00,13:47-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,ZBAA,16:56+03:00,01:22+08:00,340|ZBAA,SVMI,13:29+08:00,13:47-04:00,320
OMDB,SVMI,06:38+04:00,23:01-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,ZBAA,16:56+03:00,01:22+08:00,340|ZBAA,SVMI,23:43+08:00,23:01-04:00,340
OMDB,SVMI,06:38+04:00,04:04-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,RJTT,17:25+03:00,03:20+09:00,320|RJTT,SVMI,05:32+09:00,04:04-04:00,300
OMDB,SVMI,06:38+04:00,13:01-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,WMKK,20:40+03:00,10:06+08:00,300|WMKK,SVMI,13:25+08:00,13:01-04:00,340
OMDB,SVMI,06:38+04:00,18:22-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,WMKK,20:40+03:00,10:06+08:00,300|WMKK,SVMI,18:46+08:00,18:22-04:00,340
OMDB,SVMI,06:38+04:00,21:27-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,WSSS,20:10+03:00,10:44+08:00,340|WSSS,SVMI,21:49+08:00,21:27-04:00,300
OMDB,SVMI,06:38+04:00,13:39-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,WIII,14:12+03:00,05:35+07:00,320|WIII,SVMI,14:32+07:00,13:39-04:00,360
OMDB,SVMI,06:38+04:00,17:51-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,WIII,14:12+03:00,05:35+07:00,320|WIII,SVMI,18:44+07:00,17:51-04:00,360
OMDB,SVMI,06:38+04:00,13:39-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,WIII,19:27+03:00,10:50+07:00,340|WIII,SVMI,14:32+07:00,13:39-04:00,360
OMDB,SVMI,06:38+04:00,17:51-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,WIII,19:27+03:00,10:50+07:00,340|WIII,SVMI,18:44+07:00,17:51-04:00,360
OMDB,SVMI,06:38+04:00,05:00-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,RPLL,15:16+03:00,03:00+08:00,320|RPLL,SVMI,05:22+08:00,05:00-04:00,320
OMDB,SVMI,06:38+04:00,11:32-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,RPLL,15:16+03:00,03:00+08:00,320|RPLL,SVMI,11:54+08:00,11:32-04:00,360
OMDB,SVMI,06:38+04:00,20:10-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,RPLL,15:16+03:00,03:00+08:00,320|RPLL,SVMI,20:32+08:00,20:10-04:00,300
OMDB,SVMI,06:38+04:00,11:32-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,RPLL,20:44+03:00,08:28+08:00,340|RPLL,SVMI,11:54+08:00,11:32-04:00,360
OMDB,SVMI,06:38+04:00,20:10-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,RPLL,20:44+03:00,08:28+08:00,340|RPLL,SVMI,20:32+08:00,20:10-04:00,300
OMDB,SVMI,13:46+04:00,14:39-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SEQM,23:36+03:00,06:31-05:00,360|SEQM,SVMI,09:29-05:00,14:39-04:00,320
OMDB,SVMI,13:46+04:00,03:08-04:00,2,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SEQM,23:36+03:00,06:31-05:00,360|SEQM,SVMI,22:58-05:00,03:08-04:00,360
OMDB,SVMI,13:46+04:00,04:26-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SVMI,22:38+03:00,04:26-04:00,300
OMDB,SVMI,13:46+04:00,17:32-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SPIM,23:27+03:00,08:38-05:00,320|SPIM,SVMI,11:06-05:00,17:32-04:00,340
OMDB,SVMI,13:46+04:00,22:54-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SPIM,23:27+03:00,08:38-05:00,320|SPIM,SVMI,16:28-05:00,22:54-04:00,360
OMDB,SVMI,13:46+04:00,00:41-04:00,2,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SPIM,23:27+03:00,08:38-05:00,320|SPIM,SVMI,18:15-05:00,00:41-04:00,340
OMDB,SVMI,13:46+04:00,22:27-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SLLP,19:03+03:00,04:55-04:00,340|SLLP,SVMI,17:49-04:00,22:27-04:00,300
OMDB,SVMI,13:46+04:00,19:45-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SUAA,22:37+03:00,09:27-03:00,340|SUAA,SVMI,12:28-03:00,19:45-04:00,320
OMDB,SVMI,13:46+04:00,05:57-04:00,2,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SUAA,22:37+03:00,09:27-03:00,340|SUAA,SVMI,22:40-03:00,05:57-04:00,340
OMDB,SVMI,13:46+04:00,09:20-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SVMI,03:48+02:00,09:20-04:00,360
OMDB,SVMI,13:46+04:00,19:16-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SVMI,13:44+02:00,19:16-04:00,320
OMDB,SVMI,13:46+04:00,03:34-04:00,2,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SVMI,21:02+02:00,03:34-04:00,320
OMDB,SVMI,13:46+04:00,10:49-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,LOWW,23:38+03:00,01:54+02:00,320|LOWW,SVMI,04:01+02:00,10:49-04:00,320
OMDB,SVMI,13:46+04:00,19:48-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,EHAM,23:57+03:00,02:59+02:00,300|EHAM,SVMI,14:02+02:00,19:48-04:00,360
OMDB,SVMI,13:46+04:00,04:44-04:00,2,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,EHAM,23:57+03:00,02:59+02:00,300|EHAM,SVMI,23:58+02:00,04:44-04:00,340
OMDB,SVMI,13:46+04:00,16:08-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,VIDP,19:12+03:00,05:18+05:00,360|VIDP,SVMI,06:16+05:00,16:08-04:00,320
OMDB,SVMI,13:46+04:00,20:24-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,VIDP,19:12+03:00,05:18+05:00,360|VIDP,SVMI,10:32+05:00,20:24-04:00,320
OMDB,SVMI,13:46+04:00,04:19-04:00,2,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,VIDP,19:12+03:00,05:18+05:00,360|VIDP,SVMI,18:27+05:00,04:19-04:00,340
OMDB,SVMI,13:46+04:00,15:09-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,VTBS,23:57+03:00,10:53+07:00,320|VTBS,SVMI,14:46+07:00,15:09-04:00,340
OMDB,SVMI,13:46+04:00,23:26-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,VTBS,23:57+03:00,10:53+07:00,320|VTBS,SVMI,22:03+07:00,23:26-04:00,360
OMDB,SVMI,13:46+04:00,13:01-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,WMKK,20:40+03:00,10:06+08:00,300|WMKK,SVMI,13:25+08:00,13:01-04:00,340
OMDB,SVMI,13:46+04:00,18:22-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,WMKK,20:40+03:00,10:06+08:00,300|WMKK,SVMI,18:46+08:00,18:22-04:00,340
OMDB,SVMI,13:46+04:00,21:27-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,WSSS,20:10+03:00,10:44+08:00,340|WSSS,SVMI,21:49+08:00,21:27-04:00,300
OMDB,SVMI,13:46+04:00,13:39-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,WIII,19:27+03:00,10:50+07:00,340|WIII,SVMI,14:32+07:00,13:39-04:00,360
OMDB,SVMI,13:46+04:00,17:51-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,WIII,19:27+03:00,10:50+07:00,340|WIII,SVMI,18:44+07:00,17:51-04:00,360
OMDB,SVMI,13:46+04:00,11:32-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,RPLL,20:44+03:00,08:28+08:00,340|RPLL,SVMI,11:54+08:00,11:32-04:00,360
OMDB,SVMI,13:46+04:00,20:10-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,RPLL,20:44+03:00,08:28+08:00,340|RPLL,SVMI,20:32+08:00,20:10-04:00,300
OMDB,SVMI,20:09+04:00,03:08-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SEQM,03:40+03:00,10:35-05:00,340|SEQM,SVMI,22:58-05:00,03:08-04:00,360
OMDB,SVMI,20:09+04:00,08:22-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SVMI,02:34+03:00,08:22-04:00,340
OMDB,SVMI,20:09+04:00,18:43-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SVMI,12:55+03:00,18:43-04:00,320
OMDB,SVMI,20:09+04:00,04:26-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SVMI,22:38+03:00,04:26-04:00,300
OMDB,SVMI,20:09+04:00,00:41-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SPIM,08:51+03:00,17:02-05:00,320|SPIM,SVMI,18:15-05:00,00:41-04:00,340
OMDB,SVMI,20:09+04:00,22:27-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SLLP,03:59+03:00,12:51-04:00,320|SLLP,SVMI,17:49-04:00,22:27-04:00,300
OMDB,SVMI,20:09+04:00,05:57-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SUAA,03:07+03:00,14:57-03:00,320|SUAA,SVMI,22:40-03:00,05:57-04:00,340
OMDB,SVMI,20:09+04:00,05:57-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SUAA,06:54+03:00,17:44-03:00,320|SUAA,SVMI,22:40-03:00,05:57-04:00,340
OMDB,SVMI,20:09+04:00,21:30-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,LATI,02:42+03:00,04:34+02:00,360|LATI,SVMI,14:21+02:00,21:30-04:00,300
OMDB,SVMI,20:09+04:00,01:09-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,LATI,02:42+03:00,04:34+02:00,360|LATI,SVMI,18:00+02:00,01:09-04:00,360
OMDB,SVMI,20:09+04:00,19:16-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,EDDI,07:29+03:00,09:45+02:00,360|EDDI,SVMI,13:44+02:00,19:16-04:00,320
OMDB,SVMI,20:09+04:00,03:34-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,EDDI,07:29+03:00,09:45+02:00,360|EDDI,SVMI,21:02+02:00,03:34-04:00,320
OMDB,SVMI,20:09+04:00,03:34-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,EDDI,12:15+03:00,14:31+02:00,360|EDDI,SVMI,21:02+02:00,03:34-04:00,320
OMDB,SVMI,20:09+04:00,14:41-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,EBCI,06:23+03:00,09:30+02:00,360|EBCI,SVMI,09:58+02:00,14:41-04:00,360
OMDB,SVMI,20:09+04:00,20:58-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,EBCI,06:23+03:00,09:30+02:00,360|EBCI,SVMI,15:15+02:00,20:58-04:00,340
OMDB,SVMI,20:09+04:00,20:58-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,EBCI,11:58+03:00,14:05+02:00,300|EBCI,SVMI,15:15+02:00,20:58-04:00,340
OMDB,SVMI,20:09+04:00,15:01-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,LBSF,05:12+03:00,08:48+03:00,300|LBSF,SVMI,09:28+03:00,15:01-04:00,340
OMDB,SVMI,20:09+04:00,19:47-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,LBSF,05:12+03:00,08:48+03:00,300|LBSF,SVMI,13:14+03:00,19:47-04:00,320
OMDB,SVMI,20:09+04:00,03:41-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,LBSF,05:12+03:00,08:48+03:00,300|LBSF,SVMI,21:08+03:00,03:41-04:00,300
OMDB,SVMI,20:09+04:00,03:41-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,LBSF,13:18+03:00,16:54+03:00,300|LBSF,SVMI,21:08+03:00,03:41-04:00,300
OMDB,SVMI,20:09+04:00,03:33-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,LDZA,15:45+03:00,17:18+02:00,300|LDZA,SVMI,21:45+02:00,03:33-04:00,360
OMDB,SVMI,20:09+04:00,03:33-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,LDZA,17:09+03:00,19:42+02:00,320|LDZA,SVMI,21:45+02:00,03:33-04:00,360
OMDB,SVMI,20:09+04:00,00:22-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,EKCH,08:57+03:00,10:17+02:00,320|EKCH,SVMI,18:53+02:00,00:22-04:00,300
OMDB,SVMI,20:09+04:00,19:48-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,EHAM,07:35+03:00,10:37+02:00,300|EHAM,SVMI,14:02+02:00,19:48-04:00,360
OMDB,SVMI,20:09+04:00,04:44-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,EHAM,07:35+03:00,10:37+02:00,300|EHAM,SVMI,23:58+02:00,04:44-04:00,340
OMDB,SVMI,20:09+04:00,19:48-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,EHAM,09:28+03:00,12:30+02:00,340|EHAM,SVMI,14:02+02:00,19:48-04:00,360
OMDB,SVMI,20:09+04:00,04:44-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,EHAM,09:28+03:00,12:30+02:00,340|EHAM,SVMI,23:58+02:00,04:44-04:00,340
OMDB,SVMI,20:09+04:00,22:23-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,RKSI,05:36+03:00,15:19+09:00,360|RKSI,SVMI,23:58+09:00,22:23-04:00,300
OMDB,SVMI,20:09+04:00,22:23-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,RKSI,10:00+03:00,20:43+09:00,360|RKSI,SVMI,23:58+09:00,22:23-04:00,300
OMDB,SVMI,20:09+04:00,23:26-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,VTBS,06:53+03:00,17:49+07:00,340|VTBS,SVMI,22:03+07:00,23:26-04:00,360
OMDB,SVMI,20:09+04:00,15:09-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,VTBS,17:02+03:00,04:58+07:00,320|VTBS,SVMI,14:46+07:00,15:09-04:00,340
OMDB,SVMI,20:09+04:00,15:09-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,VTBS,23:57+03:00,10:53+07:00,320|VTBS,SVMI,14:46+07:00,15:09-04:00,340
OMDB,SVMI,20:09+04:00,23:01-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,ZBAA,07:46+03:00,16:12+08:00,360|ZBAA,SVMI,23:43+08:00,23:01-04:00,340
OMDB,SVMI,20:09+04:00,23:01-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,ZBAA,12:21+03:00,21:47+08:00,320|ZBAA,SVMI,23:43+08:00,23:01-04:00,340
OMDB,SVMI,20:09+04:00,07:36-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,ZBAA,16:56+03:00,01:22+08:00,340|ZBAA,SVMI,07:18+08:00,07:36-04:00,300
OMDB,SVMI,20:09+04:00,13:47-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,ZBAA,16:56+03:00,01:22+08:00,340|ZBAA,SVMI,13:29+08:00,13:47-04:00,320
OMDB,SVMI,20:09+04:00,17:51-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,WIII,03:06+03:00,18:29+07:00,360|WIII,SVMI,18:44+07:00,17:51-04:00,360
OMDB,SVMI,20:09+04:00,13:39-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,WIII,14:12+03:00,05:35+07:00,320|WIII,SVMI,14:32+07:00,13:39-04:00,360
OMDB,SVMI,20:09+04:00,17:51-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,WIII,14:12+03:00,05:35+07:00,320|WIII,SVMI,18:44+07:00,17:51-04:00,360
OMDB,SVMI,20:09+04:00,13:39-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,WIII,19:27+03:00,10:50+07:00,340|WIII,SVMI,14:32+07:00,13:39-04:00,360
OMDB,SVMI,20:09+04:00,17:51-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,WIII,19:27+03:00,10:50+07:00,340|WIII,SVMI,18:44+07:00,17:51-04:00,360
OMDB,SVMI,20:09+04:00,20:10-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,RPLL,02:15+03:00,14:59+08:00,340|RPLL,SVMI,20:32+08:00,20:10-04:00,300
OMDB,SVMI,02:05+04:00,03:08-04:00,1,false|OMDB,LBSF,02:05+04:00,07:28+03:00,300|LBSF,SEQM,09:07+03:00,16:50-05:00,300|SEQM,SVMI,22:58-05:00,03:08-04:00,360
