UMMS,SKBO,03:40+03:00,21:42-05:00,0,false|148,UMMS,SEQM,03:40+03:00,10:35-05:00,340|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
UMMS,SVMI,07:35+03:00,00:22-04:00,2,false|1131,UMMS,EHAM,07:35+03:00,10:37+02:00,300|1420,EHAM,EKCH,22:22+02:00,00:09+02:00,300|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300
UMMS,SVMI,09:28+03:00,03:08-04:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|180,EHAM,SEQM,13:36+02:00,19:30-05:00,320|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360
UMMS,SVMI,09:28+03:00,14:39-04:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300|73,SEQM,SVMI,09:29-05:00,14:39-04:00,320
UMMS,SVMI,09:28+03:00,03:08-04:00,2,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360
UMMS,SVMI,09:28+03:00,19:48-04:00,0,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|334,EHAM,SVMI,14:02+02:00,19:48-04:00,360
UMMS,SVMI,09:28+03:00,04:44-04:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|336,EHAM,SVMI,23:58+02:00,04:44-04:00,340
UMMS,SVMI,09:28+03:00,11:36-04:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|482,EHAM,SBBR,17:41+02:00,01:54-03:00,300|250,SBBR,SVMI,06:14-03:00,11:36-04:00,340
UMMS,SVMI,09:28+03:00,22:27-04:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|702,EHAM,SLLP,23:15+02:00,07:07-04:00,320|260,SLLP,SVMI,17:49-04:00,22:27-04:00,300
UMMS,SVMI,09:28+03:00,21:30-04:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|932,EHAM,LATI,21:18+02:00,01:24+02:00,300|284,LATI,SVMI,14:21+02:00,21:30-04:00,300
UMMS,SVMI,09:28+03:00,01:09-04:00,2,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|932,EHAM,LATI,21:18+02:00,01:24+02:00,300|286,LATI,SVMI,18:00+02:00,01:09-04:00,360
UMMS,SVMI,09:28+03:00,10:49-04:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|1062,EHAM,LOWW,22:53+02:00,01:05+02:00,320|294,LOWW,SVMI,04:01+02:00,10:49-04:00,320
UMMS,SVMI,09:28+03:00,14:41-04:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|1104,EHAM,EBCI,22:06+02:00,00:22+02:00,340|296,EBCI,SVMI,09:58+02:00,14:41-04:00,360
UMMS,SVMI,09:28+03:00,20:58-04:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|1104,EHAM,EBCI,22:06+02:00,00:22+02:00,340|298,EBCI,SVMI,15:15+02:00,20:58-04:00,340
UMMS,SVMI,09:28+03:00,03:41-04:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|1226,EHAM,LBSF,13:16+02:00,18:32+03:00,300|312,LBSF,SVMI,21:08+03:00,03:41-04:00,300
UMMS,SVMI,09:28+03:00,10:08-04:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|1340,EHAM,LDZA,23:56+02:00,02:24+02:00,340|320,LDZA,SVMI,04:20+02:00,10:08-04:00,320
UMMS,SVMI,09:28+03:00,14:17-04:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|1340,EHAM,LDZA,23:56+02:00,02:24+02:00,340|322,LDZA,SVMI,08:29+02:00,14:17-04:00,340
UMMS,SVMI,09:28+03:00,03:33-04:00,2,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|1340,EHAM,LDZA,23:56+02:00,02:24+02:00,340|324,LDZA,SVMI,21:45+02:00,03:33-04:00,360
UMMS,SVMI,09:28+03:00,00:22-04:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|1418,EHAM,EKCH,15:00+02:00,17:47+02:00,300|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300
UMMS,SVMI,09:28+03:00,12:51-04:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|1420,EHAM,EKCH,22:22+02:00,00:09+02:00,300|326,EKCH,SVMI,06:22+02:00,12:51-04:00,360
UMMS,SVMI,09:28+03:00,14:19-04:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|1420,EHAM,EKCH,22:22+02:00,00:09+02:00,300|328,EKCH,SVMI,08:50+02:00,14:19-04:00,320
UMMS,SVMI,09:28+03:00,00:22-04:00,2,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|1420,EHAM,EKCH,22:22+02:00,00:09+02:00,300|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300
UMMS,SVMI,23:57+03:00,03:08-04:00,2,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|178,EHAM,SEQM,05:21+02:00,11:15-05:00,340|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360
UMMS,SVMI,23:57+03:00,03:08-04:00,2,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|180,EHAM,SEQM,13:36+02:00,19:30-05:00,320|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360
UMMS,SVMI,23:57+03:00,14:39-04:00,2,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300|73,SEQM,SVMI,09:29-05:00,14:39-04:00,320
UMMS,SVMI,23:57+03:00,19:48-04:00,1,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|334,EHAM,SVMI,14:02+02:00,19:48-04:00,360
UMMS,SVMI,23:57+03:00,04:44-04:00,2,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|336,EHAM,SVMI,23:58+02:00,04:44-04:00,340
UMMS,SVMI,23:57+03:00,05:57-04:00,2,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|868,EHAM,SUAA,07:01+02:00,18:06-03:00,340|280,SUAA,SVMI,22:40-03:00,05:57-04:00,340
UMMS,SVMI,23:57+03:00,21:30-04:00,1,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|928,EHAM,LATI,08:11+02:00,12:17+02:00,320|284,LATI,SVMI,14:21+02:00,21:30-04:00,300
UMMS,SVMI,23:57+03:00,01:09-04:00,2,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|928,EHAM,LATI,08:11+02:00,12:17+02:00,320|286,LATI,SVMI,18:00+02:00,01:09-04:00,360
UMMS,SVMI,23:57+03:00,01:09-04:00,2,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|930,EHAM,LATI,12:00+02:00,16:06+02:00,360|286,LATI,SVMI,18:00+02:00,01:09-04:00,360
UMMS,SVMI,23:57+03:00,20:58-04:00,1,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|1102,EHAM,EBCI,08:44+02:00,10:00+02:00,320|298,EBCI,SVMI,15:15+02:00,20:58-04:00,340
UMMS,SVMI,23:57+03:00,03:41-04:00,2,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|1224,EHAM,LBSF,11:19+02:00,16:35+03:00,320|312,LBSF,SVMI,21:08+03:00,03:41-04:00,300
UMMS,SVMI,23:57+03:00,03:41-04:00,2,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|1226,EHAM,LBSF,13:16+02:00,18:32+03:00,300|312,LBSF,SVMI,21:08+03:00,03:41-04:00,300
UMMS,SVMI,23:57+03:00,17:05-04:00,1,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|1308,EHAM,LKPR,07:13+02:00,09:08+02:00,340|316,LKPR,SVMI,11:28+02:00,17:05-04:00,300
UMMS,SVMI,23:57+03:00,00:13-04:00,2,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|1308,EHAM,LKPR,07:13+02:00,09:08+02:00,340|318,LKPR,SVMI,18:36+02:00,00:13-04:00,340
UMMS,SVMI,23:57+03:00,03:33-04:00,2,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|1338,EHAM,LDZA,08:12+02:00,11:40+02:00,320|324,LDZA,SVMI,21:45+02:00,03:33-04:00,360
UMMS,SVMI,23:57+03:00,12:51-04:00,1,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|1414,EHAM,EKCH,03:43+02:00,05:30+02:00,300|326,EKCH,SVMI,06:22+02:00,12:51-04:00,360
UMMS,SVMI,23:57+03:00,14:19-04:00,1,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|1414,EHAM,EKCH,03:43+02:00,05:30+02:00,300|328,EKCH,SVMI,08:50+02:00,14:19-04:00,320
UMMS,SVMI,23:57+03:00,00:22-04:00,2,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|1414,EHAM,EKCH,03:43+02:00,05:30+02:00,300|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300
UMMS,SVMI,23:57+03:00,00:22-04:00,2,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|1416,EHAM,EKCH,08:25+02:00,10:12+02:00,340|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300
UMMS,SVMI,23:57+03:00,00:22-04:00,2,false|1135,UMMS,EHAM,23:57+03:00,02:59+02:00,300|1418,EHAM,EKCH,15:00+02:00,17:47+02:00,300|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300
UMMS,SVMI,01:12+03:00,14:39-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|188,VIDP,SEQM,13:47+05:00,01:48-05:00,360|73,SEQM,SVMI,09:29-05:00,14:39-04:00,320
UMMS,SVMI,01:12+03:00,14:39-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|190,VIDP,SEQM,20:54+05:00,08:55-05:00,320|73,SEQM,SVMI,09:29-05:00,14:39-04:00,320
UMMS,SVMI,01:12+03:00,04:19-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|342,VIDP,SVMI,18:27+05:00,04:19-04:00,340
UMMS,SVMI,01:12+03:00,11:50-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|274,SUAA,SVMI,04:33-03:00,11:50-04:00,300
UMMS,SVMI,01:12+03:00,15:50-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|276,SUAA,SVMI,08:33-03:00,15:50-04:00,360
UMMS,SVMI,01:12+03:00,19:45-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|872,VIDP,SUAA,12:43+05:00,01:15-03:00,340|278,SUAA,SVMI,12:28-03:00,19:45-04:00,320
UMMS,SVMI,01:12+03:00,15:50-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|276,SUAA,SVMI,08:33-03:00,15:50-04:00,360
UMMS,SVMI,01:12+03:00,19:45-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|874,VIDP,SUAA,16:52+05:00,05:24-03:00,320|278,SUAA,SVMI,12:28-03:00,19:45-04:00,320
UMMS,SVMI,01:12+03:00,01:09-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|936,VIDP,LATI,11:39+05:00,16:27+02:00,300|286,LATI,SVMI,18:00+02:00,01:09-04:00,360
UMMS,SVMI,01:12+03:00,11:50-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|1320,VIDP,LKPR,20:22+05:00,02:37+02:00,320|314,LKPR,SVMI,05:13+02:00,11:50-04:00,300
UMMS,SVMI,01:12+03:00,17:05-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|1320,VIDP,LKPR,20:22+05:00,02:37+02:00,320|316,LKPR,SVMI,11:28+02:00,17:05-04:00,300
UMMS,SVMI,01:12+03:00,00:13-04:00,2,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|1320,VIDP,LKPR,20:22+05:00,02:37+02:00,320|318,LKPR,SVMI,18:36+02:00,00:13-04:00,340
UMMS,SVMI,01:12+03:00,03:33-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|1344,VIDP,LDZA,12:30+05:00,18:34+02:00,360|324,LDZA,SVMI,21:45+02:00,03:33-04:00,360
UMMS,SVMI,01:12+03:00,12:53-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|348,RKSI,SVMI,13:28+09:00,12:53-04:00,300
UMMS,SVMI,01:12+03:00,22:23-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|350,RKSI,SVMI,23:58+09:00,22:23-04:00,300
UMMS,SVMI,01:12+03:00,15:09-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320|354,VTBS,SVMI,14:46+07:00,15:09-04:00,340
UMMS,SVMI,01:12+03:00,23:26-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320|356,VTBS,SVMI,22:03+07:00,23:26-04:00,360
UMMS,SVMI,01:12+03:00,07:36-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|364,ZBAA,SVMI,07:18+08:00,07:36-04:00,300
UMMS,SVMI,01:12+03:00,13:47-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|366,ZBAA,SVMI,13:29+08:00,13:47-04:00,320
UMMS,SVMI,01:12+03:00,23:01-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|368,ZBAA,SVMI,23:43+08:00,23:01-04:00,340
UMMS,SVMI,01:12+03:00,13:47-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|366,ZBAA,SVMI,13:29+08:00,13:47-04:00,320
UMMS,SVMI,01:12+03:00,23:01-04:00,1,false|1137,UMMS,VIDP,01:12+03:00,11:18+05:00,340|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|368,ZBAA,SVMI,23:43+08:00,23:01-04:00,340
UMMS,SVMI,09:49+03:00,14:39-04:00,1,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|190,VIDP,SEQM,20:54+05:00,08:55-05:00,320|73,SEQM,SVMI,09:29-05:00,14:39-04:00,320
UMMS,SVMI,09:49+03:00,03:08-04:00,2,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|190,VIDP,SEQM,20:54+05:00,08:55-05:00,320|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360
UMMS,SVMI,09:49+03:00,22:27-04:00,1,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300|260,SLLP,SVMI,17:49-04:00,22:27-04:00,300
UMMS,SVMI,09:49+03:00,21:30-04:00,1,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|940,VIDP,LATI,22:32+05:00,03:20+02:00,340|284,LATI,SVMI,14:21+02:00,21:30-04:00,300
UMMS,SVMI,09:49+03:00,01:09-04:00,2,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|940,VIDP,LATI,22:32+05:00,03:20+02:00,340|286,LATI,SVMI,18:00+02:00,01:09-04:00,360
UMMS,SVMI,09:49+03:00,10:49-04:00,1,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|294,LOWW,SVMI,04:01+02:00,10:49-04:00,320
UMMS,SVMI,09:49+03:00,15:01-04:00,1,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|308,LBSF,SVMI,09:28+03:00,15:01-04:00,340
UMMS,SVMI,09:49+03:00,19:47-04:00,1,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|310,LBSF,SVMI,13:14+03:00,19:47-04:00,320
UMMS,SVMI,09:49+03:00,03:41-04:00,2,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|312,LBSF,SVMI,21:08+03:00,03:41-04:00,300
UMMS,SVMI,09:49+03:00,11:50-04:00,1,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|1320,VIDP,LKPR,20:22+05:00,02:37+02:00,320|314,LKPR,SVMI,05:13+02:00,11:50-04:00,300
UMMS,SVMI,09:49+03:00,17:05-04:00,1,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|1320,VIDP,LKPR,20:22+05:00,02:37+02:00,320|316,LKPR,SVMI,11:28+02:00,17:05-04:00,300
UMMS,SVMI,09:49+03:00,00:13-04:00,2,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|1320,VIDP,LKPR,20:22+05:00,02:37+02:00,320|318,LKPR,SVMI,18:36+02:00,00:13-04:00,340
UMMS,SVMI,09:49+03:00,12:51-04:00,1,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|326,EKCH,SVMI,06:22+02:00,12:51-04:00,360
UMMS,SVMI,09:49+03:00,14:19-04:00,1,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|328,EKCH,SVMI,08:50+02:00,14:19-04:00,320
UMMS,SVMI,09:49+03:00,00:22-04:00,2,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300
UMMS,SVMI,09:49+03:00,12:53-04:00,1,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|348,RKSI,SVMI,13:28+09:00,12:53-04:00,300
UMMS,SVMI,09:49+03:00,22:23-04:00,1,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|1441,VIDP,RKSI,23:44+05:00,12:21+09:00,340|350,RKSI,SVMI,23:58+09:00,22:23-04:00,300
UMMS,SVMI,09:49+03:00,13:47-04:00,1,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|366,ZBAA,SVMI,13:29+08:00,13:47-04:00,320
UMMS,SVMI,09:49+03:00,23:01-04:00,1,false|1139,UMMS,VIDP,09:49+03:00,19:55+05:00,300|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|368,ZBAA,SVMI,23:43+08:00,23:01-04:00,340
UMMS,SVMI,13:37+03:00,12:51-04:00,1,false|1141,UMMS,VIDP,13:37+03:00,23:43+05:00,300|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|326,EKCH,SVMI,06:22+02:00,12:51-04:00,360
UMMS,SVMI,13:37+03:00,14:19-04:00,1,false|1141,UMMS,VIDP,13:37+03:00,23:43+05:00,300|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|328,EKCH,SVMI,08:50+02:00,14:19-04:00,320
UMMS,SVMI,13:37+03:00,00:22-04:00,2,false|1141,UMMS,VIDP,13:37+03:00,23:43+05:00,300|1426,VIDP,EKCH,23:59+05:00,05:25+02:00,340|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300
UMMS,SVMI,19:12+03:00,16:08-04:00,1,false|1143,UMMS,VIDP,19:12+03:00,05:18+05:00,360|338,VIDP,SVMI,06:16+05:00,16:08-04:00,320
UMMS,SVMI,19:12+03:00,20:24-04:00,1,false|1143,UMMS,VIDP,19:12+03:00,05:18+05:00,360|340,VIDP,SVMI,10:32+05:00,20:24-04:00,320
UMMS,SVMI,19:12+03:00,04:19-04:00,2,false|1143,UMMS,VIDP,19:12+03:00,05:18+05:00,360|342,VIDP,SVMI,18:27+05:00,04:19-04:00,340
UMMS,SVMI,19:12+03:00,01:09-04:00,2,false|1143,UMMS,VIDP,19:12+03:00,05:18+05:00,360|936,VIDP,LATI,11:39+05:00,16:27+02:00,300|286,LATI,SVMI,18:00+02:00,01:09-04:00,360
UMMS,SVMI,19:12+03:00,03:41-04:00,2,false|1143,UMMS,VIDP,19:12+03:00,05:18+05:00,360|1232,VIDP,LBSF,07:52+05:00,13:14+03:00,340|312,LBSF,SVMI,21:08+03:00,03:41-04:00,300
UMMS,SVMI,19:12+03:00,00:13-04:00,2,false|1143,UMMS,VIDP,19:12+03:00,05:18+05:00,360|1316,VIDP,LKPR,09:22+05:00,15:37+02:00,340|318,LKPR,SVMI,18:36+02:00,00:13-04:00,340
UMMS,SVMI,19:12+03:00,03:33-04:00,2,false|1143,UMMS,VIDP,19:12+03:00,05:18+05:00,360|1342,VIDP,LDZA,05:46+05:00,11:50+02:00,360|324,LDZA,SVMI,21:45+02:00,03:33-04:00,360
UMMS,SVMI,19:12+03:00,03:33-04:00,2,false|1143,UMMS,VIDP,19:12+03:00,05:18+05:00,360|1344,VIDP,LDZA,12:30+05:00,18:34+02:00,360|324,LDZA,SVMI,21:45+02:00,03:33-04:00,360
UMMS,SVMI,19:12+03:00,00:22-04:00,2,false|1143,UMMS,VIDP,19:12+03:00,05:18+05:00,360|1422,VIDP,EKCH,06:03+05:00,12:29+02:00,300|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300
UMMS,SVMI,19:12+03:00,22:23-04:00,1,false|1143,UMMS,VIDP,19:12+03:00,05:18+05:00,360|1439,VIDP,RKSI,08:27+05:00,21:04+09:00,360|350,RKSI,SVMI,23:58+09:00,22:23-04:00,300
UMMS,SVMI,19:12+03:00,23:26-04:00,1,false|1143,UMMS,VIDP,19:12+03:00,05:18+05:00,360|1445,VIDP,VTBS,08:42+05:00,20:37+07:00,360|356,VTBS,SVMI,22:03+07:00,23:26-04:00,360
UMMS,SVMI,19:12+03:00,15:09-04:00,2,false|1143,UMMS,VIDP,19:12+03:00,05:18+05:00,360|1447,VIDP,VTBS,16:02+05:00,04:57+07:00,320|354,VTBS,SVMI,14:46+07:00,15:09-04:00,340
UMMS,SVMI,19:12+03:00,03:47-04:00,2,false|1143,UMMS,VIDP,19:12+03:00,05:18+05:00,360|1451,VIDP,OMDB,07:16+05:00,10:02+04:00,360|360,OMDB,SVMI,18:01+04:00,03:47-04:00,320
UMMS,SVMI,19:12+03:00,23:01-04:00,1,false|1143,UMMS,VIDP,19:12+03:00,05:18+05:00,360|1459,VIDP,ZBAA,08:35+05:00,20:14+08:00,360|368,ZBAA,SVMI,23:43+08:00,23:01-04:00,340
UMMS,SVMI,05:36+03:00,03:08-04:00,1,false|1145,UMMS,RKSI,05:36+03:00,15:19+09:00,360|196,RKSI,SEQM,17:14+09:00,17:49-05:00,320|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360
UMMS,SVMI,05:36+03:00,03:08-04:00,1,false|1145,UMMS,RKSI,05:36+03:00,15:19+09:00,360|198,RKSI,SEQM,20:48+09:00,20:23-05:00,300|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360
UMMS,SVMI,05:36+03:00,22:23-04:00,0,false|1145,UMMS,RKSI,05:36+03:00,15:19+09:00,360|350,RKSI,SVMI,23:58+09:00,22:23-04:00,300
UMMS,SVMI,05:36+03:00,01:09-04:00,1,false|1145,UMMS,RKSI,05:36+03:00,15:19+09:00,360|946,RKSI,LATI,21:00+09:00,16:56+02:00,340|286,LATI,SVMI,18:00+02:00,01:09-04:00,360
UMMS,SVMI,05:36+03:00,03:41-04:00,1,false|1145,UMMS,RKSI,05:36+03:00,15:19+09:00,360|1242,RKSI,LBSF,19:00+09:00,16:22+03:00,300|312,LBSF,SVMI,21:08+03:00,03:41-04:00,300
UMMS,SVMI,05:36+03:00,17:05-04:00,0,false|1145,UMMS,RKSI,05:36+03:00,15:19+09:00,360|1326,RKSI,LKPR,15:33+09:00,11:22+02:00,340|316,LKPR,SVMI,11:28+02:00,17:05-04:00,300
UMMS,SVMI,05:36+03:00,00:13-04:00,1,false|1145,UMMS,RKSI,05:36+03:00,15:19+09:00,360|1326,RKSI,LKPR,15:33+09:00,11:22+02:00,340|318,LKPR,SVMI,18:36+02:00,00:13-04:00,340
UMMS,SVMI,05:36+03:00,00:13-04:00,1,false|1145,UMMS,RKSI,05:36+03:00,15:19+09:00,360|1328,RKSI,LKPR,22:12+09:00,18:01+02:00,340|318,LKPR,SVMI,18:36+02:00,00:13-04:00,340
UMMS,SVMI,05:36+03:00,03:33-04:00,1,false|1145,UMMS,RKSI,05:36+03:00,15:19+09:00,360|1352,RKSI,LDZA,17:20+09:00,13:31+02:00,300|324,LDZA,SVMI,21:45+02:00,03:33-04:00,360
UMMS,SVMI,05:36+03:00,03:33-04:00,1,false|1145,UMMS,RKSI,05:36+03:00,15:19+09:00,360|1354,RKSI,LDZA,22:32+09:00,18:43+02:00,340|324,LDZA,SVMI,21:45+02:00,03:33-04:00,360
UMMS,SVMI,05:36+03:00,00:22-04:00,1,false|1145,UMMS,RKSI,05:36+03:00,15:19+09:00,360|1430,RKSI,EKCH,17:19+09:00,14:50+02:00,300|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300
UMMS,SVMI,05:36+03:00,07:36-04:00,1,false|1145,UMMS,RKSI,05:36+03:00,15:19+09:00,360|1489,RKSI,ZBAA,23:24+09:00,00:50+08:00,320|364,ZBAA,SVMI,07:18+08:00,07:36-04:00,300
UMMS,SVMI,05:36+03:00,13:47-04:00,1,false|1145,UMMS,RKSI,05:36+03:00,15:19+09:00,360|1489,RKSI,ZBAA,23:24+09:00,00:50+08:00,320|366,ZBAA,SVMI,13:29+08:00,13:47-04:00,320
UMMS,SVMI,05:36+03:00,23:01-04:00,1,false|1145,UMMS,RKSI,05:36+03:00,15:19+09:00,360|1489,RKSI,ZBAA,23:24+09:00,00:50+08:00,320|368,ZBAA,SVMI,23:43+08:00,23:01-04:00,340
UMMS,SVMI,10:00+03:00,22:23-04:00,0,false|1147,UMMS,RKSI,10:00+03:00,20:43+09:00,360|350,RKSI,SVMI,23:58+09:00,22:23-04:00,300
UMMS,SVMI,10:00+03:00,01:09-04:00,1,false|1147,UMMS,RKSI,10:00+03:00,20:43+09:00,360|946,RKSI,LATI,21:00+09:00,16:56+02:00,340|286,LATI,SVMI,18:00+02:00,01:09-04:00,360
UMMS,SVMI,10:00+03:00,00:13-04:00,1,false|1147,UMMS,RKSI,10:00+03:00,20:43+09:00,360|1328,RKSI,LKPR,22:12+09:00,18:01+02:00,340|318,LKPR,SVMI,18:36+02:00,00:13-04:00,340
