VIDP,SKBO,00:44+05:00,21:42-05:00,0,false|184,VIDP,SEQM,00:44+05:00,12:45-05:00,340|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
VIDP,SBBR,08:35+05:00,06:05-03:00,1,false|1459,VIDP,ZBAA,08:35+05:00,20:14+08:00,360|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|518,WMKK,SBBR,07:51+08:00,06:05-03:00,360
VIDP,SBBR,08:35+05:00,15:55-03:00,1,false|1459,VIDP,ZBAA,08:35+05:00,20:14+08:00,360|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|520,WMKK,SBBR,16:41+08:00,15:55-03:00,320
VIDP,SBBR,08:35+05:00,22:18-03:00,1,false|1459,VIDP,ZBAA,08:35+05:00,20:14+08:00,360|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|522,WMKK,SBBR,23:04+08:00,22:18-03:00,360
VIDP,SBBR,08:35+05:00,03:07-03:00,1,false|1459,VIDP,ZBAA,08:35+05:00,20:14+08:00,360|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|532,WIII,SBBR,06:53+07:00,03:07-03:00,360
VIDP,SBBR,08:35+05:00,08:19-03:00,1,false|1459,VIDP,ZBAA,08:35+05:00,20:14+08:00,360|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|534,WIII,SBBR,11:05+07:00,08:19-03:00,320
VIDP,SBBR,08:35+05:00,17:15-03:00,1,false|1459,VIDP,ZBAA,08:35+05:00,20:14+08:00,360|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|536,WIII,SBBR,20:01+07:00,17:15-03:00,340
VIDP,SBBR,15:12+05:00,02:12-03:00,2,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|212,ZBAA,SEQM,11:32+08:00,12:01-05:00,300|81,SEQM,SBBR,18:26-05:00,02:12-03:00,320
VIDP,SBBR,15:12+05:00,02:12-03:00,2,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|214,ZBAA,SEQM,13:15+08:00,14:44-05:00,300|81,SEQM,SBBR,18:26-05:00,02:12-03:00,320
VIDP,SBBR,15:12+05:00,03:03-03:00,2,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|364,ZBAA,SVMI,07:18+08:00,07:36-04:00,300|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300
VIDP,SBBR,15:12+05:00,03:03-03:00,2,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|366,ZBAA,SVMI,13:29+08:00,13:47-04:00,320|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300
VIDP,SBBR,15:12+05:00,08:58-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|508,ZBAA,SBBR,07:12+08:00,08:58-03:00,360
VIDP,SBBR,15:12+05:00,11:47-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|510,ZBAA,SBBR,10:01+08:00,11:47-03:00,360
VIDP,SBBR,15:12+05:00,18:44-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|512,ZBAA,SBBR,17:58+08:00,18:44-03:00,360
VIDP,SBBR,15:12+05:00,17:17-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|730,ZBAA,SLLP,06:47+08:00,08:40-04:00,320|398,SLLP,SBBR,12:27-04:00,17:17-03:00,360
VIDP,SBBR,15:12+05:00,03:17-03:00,2,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|730,ZBAA,SLLP,06:47+08:00,08:40-04:00,320|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360
VIDP,SBBR,15:12+05:00,22:57-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|960,ZBAA,LATI,13:48+08:00,09:39+02:00,340|432,LATI,SBBR,14:23+02:00,22:57-03:00,320
VIDP,SBBR,15:12+05:00,01:44-03:00,2,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|960,ZBAA,LATI,13:48+08:00,09:39+02:00,340|434,LATI,SBBR,17:10+02:00,01:44-03:00,340
VIDP,SBBR,15:12+05:00,08:20-03:00,2,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1172,ZBAA,UMMS,15:18+08:00,14:44+03:00,360|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320
VIDP,SBBR,15:12+05:00,08:20-03:00,2,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1174,ZBAA,UMMS,21:01+08:00,20:27+03:00,340|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320
VIDP,SBBR,15:12+05:00,21:51-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1256,ZBAA,LBSF,04:21+08:00,02:38+03:00,300|460,LBSF,SBBR,13:51+03:00,21:51-03:00,340
VIDP,SBBR,15:12+05:00,03:11-03:00,2,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1256,ZBAA,LBSF,04:21+08:00,02:38+03:00,300|462,LBSF,SBBR,19:11+03:00,03:11-03:00,320
VIDP,SBBR,15:12+05:00,21:51-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1258,ZBAA,LBSF,10:02+08:00,08:19+03:00,300|460,LBSF,SBBR,13:51+03:00,21:51-03:00,340
VIDP,SBBR,15:12+05:00,03:11-03:00,2,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1258,ZBAA,LBSF,10:02+08:00,08:19+03:00,300|462,LBSF,SBBR,19:11+03:00,03:11-03:00,320
VIDP,SBBR,15:12+05:00,03:11-03:00,2,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1260,ZBAA,LBSF,17:22+08:00,15:39+03:00,300|462,LBSF,SBBR,19:11+03:00,03:11-03:00,320
VIDP,SBBR,15:12+05:00,17:50-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1370,ZBAA,LDZA,05:45+08:00,01:37+02:00,300|472,LDZA,SBBR,09:16+02:00,17:50-03:00,360
VIDP,SBBR,15:12+05:00,20:46-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1370,ZBAA,LDZA,05:45+08:00,01:37+02:00,300|474,LDZA,SBBR,12:12+02:00,20:46-03:00,340
VIDP,SBBR,15:12+05:00,17:50-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1372,ZBAA,LDZA,10:12+08:00,06:04+02:00,340|472,LDZA,SBBR,09:16+02:00,17:50-03:00,360
VIDP,SBBR,15:12+05:00,20:46-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1372,ZBAA,LDZA,10:12+08:00,06:04+02:00,340|474,LDZA,SBBR,12:12+02:00,20:46-03:00,340
VIDP,SBBR,15:12+05:00,17:50-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1374,ZBAA,LDZA,12:29+08:00,08:21+02:00,360|472,LDZA,SBBR,09:16+02:00,17:50-03:00,360
VIDP,SBBR,15:12+05:00,20:46-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1374,ZBAA,LDZA,12:29+08:00,08:21+02:00,360|474,LDZA,SBBR,12:12+02:00,20:46-03:00,340
VIDP,SBBR,15:12+05:00,20:49-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1486,ZBAA,RKSI,08:25+08:00,11:51+09:00,340|492,RKSI,SBBR,20:11+09:00,20:49-03:00,300
VIDP,SBBR,15:12+05:00,10:21-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1500,ZBAA,VTBS,04:26+08:00,08:12+07:00,360|496,VTBS,SBBR,10:33+07:00,10:21-03:00,360
VIDP,SBBR,15:12+05:00,16:00-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1500,ZBAA,VTBS,04:26+08:00,08:12+07:00,360|498,VTBS,SBBR,16:12+07:00,16:00-03:00,360
VIDP,SBBR,15:12+05:00,20:50-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1514,ZBAA,OMDB,08:06+08:00,11:38+04:00,320|502,OMDB,SBBR,11:53+04:00,20:50-03:00,340
VIDP,SBBR,15:12+05:00,01:48-03:00,2,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1514,ZBAA,OMDB,08:06+08:00,11:38+04:00,320|504,OMDB,SBBR,16:51+04:00,01:48-03:00,320
VIDP,SBBR,15:12+05:00,04:27-03:00,2,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1514,ZBAA,OMDB,08:06+08:00,11:38+04:00,320|506,OMDB,SBBR,19:30+04:00,04:27-03:00,320
VIDP,SBBR,15:12+05:00,15:55-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1549,ZBAA,WMKK,04:59+08:00,11:18+08:00,360|520,WMKK,SBBR,16:41+08:00,15:55-03:00,320
VIDP,SBBR,15:12+05:00,22:18-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1549,ZBAA,WMKK,04:59+08:00,11:18+08:00,360|522,WMKK,SBBR,23:04+08:00,22:18-03:00,360
VIDP,SBBR,15:12+05:00,22:18-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1551,ZBAA,WMKK,13:30+08:00,20:49+08:00,300|522,WMKK,SBBR,23:04+08:00,22:18-03:00,360
VIDP,SBBR,15:12+05:00,15:41-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1555,ZBAA,WSSS,05:48+08:00,12:15+08:00,320|528,WSSS,SBBR,16:30+08:00,15:41-03:00,320
VIDP,SBBR,15:12+05:00,22:27-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1555,ZBAA,WSSS,05:48+08:00,12:15+08:00,320|530,WSSS,SBBR,23:16+08:00,22:27-03:00,320
VIDP,SBBR,15:12+05:00,22:27-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1557,ZBAA,WSSS,12:45+08:00,19:12+08:00,320|530,WSSS,SBBR,23:16+08:00,22:27-03:00,320
VIDP,SBBR,15:12+05:00,17:15-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1563,ZBAA,WIII,10:03+08:00,17:01+07:00,320|536,WIII,SBBR,20:01+07:00,17:15-03:00,340
VIDP,SBBR,15:12+05:00,16:42-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1569,ZBAA,RPLL,07:40+08:00,12:18+08:00,320|542,RPLL,SBBR,16:36+08:00,16:42-03:00,300
VIDP,SBBR,15:12+05:00,22:55-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1569,ZBAA,RPLL,07:40+08:00,12:18+08:00,320|544,RPLL,SBBR,22:49+08:00,22:55-03:00,320
VIDP,SBBR,15:12+05:00,22:55-03:00,1,false|1461,VIDP,ZBAA,15:12+05:00,03:51+08:00,300|1571,ZBAA,RPLL,13:38+08:00,18:16+08:00,360|544,RPLL,SBBR,22:49+08:00,22:55-03:00,320
VIDP,SBBR,22:36+05:00,02:12-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|212,ZBAA,SEQM,11:32+08:00,12:01-05:00,300|81,SEQM,SBBR,18:26-05:00,02:12-03:00,320
VIDP,SBBR,22:36+05:00,02:12-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|214,ZBAA,SEQM,13:15+08:00,14:44-05:00,300|81,SEQM,SBBR,18:26-05:00,02:12-03:00,320
VIDP,SBBR,22:36+05:00,03:03-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|366,ZBAA,SVMI,13:29+08:00,13:47-04:00,320|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300
VIDP,SBBR,22:36+05:00,18:44-03:00,1,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|512,ZBAA,SBBR,17:58+08:00,18:44-03:00,360
VIDP,SBBR,22:36+05:00,22:57-03:00,1,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|960,ZBAA,LATI,13:48+08:00,09:39+02:00,340|432,LATI,SBBR,14:23+02:00,22:57-03:00,320
VIDP,SBBR,22:36+05:00,01:44-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|960,ZBAA,LATI,13:48+08:00,09:39+02:00,340|434,LATI,SBBR,17:10+02:00,01:44-03:00,340
VIDP,SBBR,22:36+05:00,08:20-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1172,ZBAA,UMMS,15:18+08:00,14:44+03:00,360|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320
VIDP,SBBR,22:36+05:00,08:20-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1174,ZBAA,UMMS,21:01+08:00,20:27+03:00,340|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320
VIDP,SBBR,22:36+05:00,03:11-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1260,ZBAA,LBSF,17:22+08:00,15:39+03:00,300|462,LBSF,SBBR,19:11+03:00,03:11-03:00,320
VIDP,SBBR,22:36+05:00,17:50-03:00,1,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1374,ZBAA,LDZA,12:29+08:00,08:21+02:00,360|472,LDZA,SBBR,09:16+02:00,17:50-03:00,360
VIDP,SBBR,22:36+05:00,20:46-03:00,1,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1374,ZBAA,LDZA,12:29+08:00,08:21+02:00,360|474,LDZA,SBBR,12:12+02:00,20:46-03:00,340
VIDP,SBBR,22:36+05:00,22:18-03:00,1,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1551,ZBAA,WMKK,13:30+08:00,20:49+08:00,300|522,WMKK,SBBR,23:04+08:00,22:18-03:00,360
VIDP,SBBR,22:36+05:00,06:05-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|518,WMKK,SBBR,07:51+08:00,06:05-03:00,360
VIDP,SBBR,22:36+05:00,15:55-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|520,WMKK,SBBR,16:41+08:00,15:55-03:00,320
VIDP,SBBR,22:36+05:00,22:18-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|522,WMKK,SBBR,23:04+08:00,22:18-03:00,360
VIDP,SBBR,22:36+05:00,22:27-03:00,1,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1557,ZBAA,WSSS,12:45+08:00,19:12+08:00,320|530,WSSS,SBBR,23:16+08:00,22:27-03:00,320
VIDP,SBBR,22:36+05:00,01:25-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1559,ZBAA,WSSS,18:13+08:00,01:40+08:00,320|524,WSSS,SBBR,02:14+08:00,01:25-03:00,340
VIDP,SBBR,22:36+05:00,09:04-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1559,ZBAA,WSSS,18:13+08:00,01:40+08:00,320|526,WSSS,SBBR,10:53+08:00,09:04-03:00,360
VIDP,SBBR,22:36+05:00,15:41-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1559,ZBAA,WSSS,18:13+08:00,01:40+08:00,320|528,WSSS,SBBR,16:30+08:00,15:41-03:00,320
VIDP,SBBR,22:36+05:00,22:27-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1559,ZBAA,WSSS,18:13+08:00,01:40+08:00,320|530,WSSS,SBBR,23:16+08:00,22:27-03:00,320
VIDP,SBBR,22:36+05:00,03:07-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|532,WIII,SBBR,06:53+07:00,03:07-03:00,360
VIDP,SBBR,22:36+05:00,08:19-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|534,WIII,SBBR,11:05+07:00,08:19-03:00,320
VIDP,SBBR,22:36+05:00,17:15-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|536,WIII,SBBR,20:01+07:00,17:15-03:00,340
VIDP,SBBR,22:36+05:00,22:55-03:00,1,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1571,ZBAA,RPLL,13:38+08:00,18:16+08:00,360|544,RPLL,SBBR,22:49+08:00,22:55-03:00,320
VIDP,SBBR,22:36+05:00,02:35-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1573,ZBAA,RPLL,19:28+08:00,00:06+08:00,340|538,RPLL,SBBR,02:29+08:00,02:35-03:00,320
VIDP,SBBR,22:36+05:00,07:52-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1573,ZBAA,RPLL,19:28+08:00,00:06+08:00,340|540,RPLL,SBBR,07:46+08:00,07:52-03:00,300
VIDP,SBBR,22:36+05:00,16:42-03:00,2,false|1463,VIDP,ZBAA,22:36+05:00,10:15+08:00,360|1573,ZBAA,RPLL,19:28+08:00,00:06+08:00,340|542,RPLL,SBBR,16:36+08:00,16:42-03:00,300
VIDP,SBBR,01:33+05:00,22:57-03:00,0,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|964,RJTT,LATI,15:47+09:00,11:51+02:00,320|432,LATI,SBBR,14:23+02:00,22:57-03:00,320
VIDP,SBBR,01:33+05:00,01:44-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|964,RJTT,LATI,15:47+09:00,11:51+02:00,320|434,LATI,SBBR,17:10+02:00,01:44-03:00,340
VIDP,SBBR,01:33+05:00,22:57-03:00,0,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|966,RJTT,LATI,17:33+09:00,13:37+02:00,360|432,LATI,SBBR,14:23+02:00,22:57-03:00,320
VIDP,SBBR,01:33+05:00,01:44-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|966,RJTT,LATI,17:33+09:00,13:37+02:00,360|434,LATI,SBBR,17:10+02:00,01:44-03:00,340
VIDP,SBBR,01:33+05:00,08:20-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1180,RJTT,UMMS,16:10+09:00,14:05+03:00,320|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320
VIDP,SBBR,01:33+05:00,21:51-03:00,0,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1266,RJTT,LBSF,14:25+09:00,11:53+03:00,320|460,LBSF,SBBR,13:51+03:00,21:51-03:00,340
VIDP,SBBR,01:33+05:00,03:11-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1266,RJTT,LBSF,14:25+09:00,11:53+03:00,320|462,LBSF,SBBR,19:11+03:00,03:11-03:00,320
VIDP,SBBR,01:33+05:00,05:24-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320|494,VTBS,SBBR,05:36+07:00,05:24-03:00,360
VIDP,SBBR,01:33+05:00,10:21-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320|496,VTBS,SBBR,10:33+07:00,10:21-03:00,360
VIDP,SBBR,01:33+05:00,16:00-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320|498,VTBS,SBBR,16:12+07:00,16:00-03:00,360
VIDP,SBBR,01:33+05:00,04:27-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1522,RJTT,OMDB,15:50+09:00,17:04+04:00,300|506,OMDB,SBBR,19:30+04:00,04:27-03:00,320
VIDP,SBBR,01:33+05:00,22:18-03:00,0,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1579,RJTT,WMKK,14:15+09:00,19:53+08:00,340|522,WMKK,SBBR,23:04+08:00,22:18-03:00,360
VIDP,SBBR,01:33+05:00,03:14-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1581,RJTT,WMKK,19:13+09:00,00:51+08:00,360|516,WMKK,SBBR,04:00+08:00,03:14-03:00,320
VIDP,SBBR,01:33+05:00,06:05-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1581,RJTT,WMKK,19:13+09:00,00:51+08:00,360|518,WMKK,SBBR,07:51+08:00,06:05-03:00,360
VIDP,SBBR,01:33+05:00,15:55-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1581,RJTT,WMKK,19:13+09:00,00:51+08:00,360|520,WMKK,SBBR,16:41+08:00,15:55-03:00,320
VIDP,SBBR,01:33+05:00,22:18-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1581,RJTT,WMKK,19:13+09:00,00:51+08:00,360|522,WMKK,SBBR,23:04+08:00,22:18-03:00,360
VIDP,SBBR,01:33+05:00,22:27-03:00,0,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1585,RJTT,WSSS,17:39+09:00,22:25+08:00,320|530,WSSS,SBBR,23:16+08:00,22:27-03:00,320
VIDP,SBBR,01:33+05:00,03:07-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1591,RJTT,WIII,18:19+09:00,00:48+07:00,320|532,WIII,SBBR,06:53+07:00,03:07-03:00,360
VIDP,SBBR,01:33+05:00,08:19-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1591,RJTT,WIII,18:19+09:00,00:48+07:00,320|534,WIII,SBBR,11:05+07:00,08:19-03:00,320
VIDP,SBBR,01:33+05:00,17:15-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1591,RJTT,WIII,18:19+09:00,00:48+07:00,320|536,WIII,SBBR,20:01+07:00,17:15-03:00,340
VIDP,SBBR,01:33+05:00,02:35-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1597,RJTT,RPLL,21:35+09:00,00:31+08:00,320|538,RPLL,SBBR,02:29+08:00,02:35-03:00,320
VIDP,SBBR,01:33+05:00,07:52-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1597,RJTT,RPLL,21:35+09:00,00:31+08:00,320|540,RPLL,SBBR,07:46+08:00,07:52-03:00,300
VIDP,SBBR,01:33+05:00,16:42-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1597,RJTT,RPLL,21:35+09:00,00:31+08:00,320|542,RPLL,SBBR,16:36+08:00,16:42-03:00,300
VIDP,SBBR,01:33+05:00,22:55-03:00,1,false|1465,VIDP,RJTT,01:33+05:00,14:07+09:00,340|1597,RJTT,RPLL,21:35+09:00,00:31+08:00,320|544,RPLL,SBBR,22:49+08:00,22:55-03:00,320
VIDP,SPIM,00:44+05:00,02:01-05:00,1,false|184,VIDP,SEQM,00:44+05:00,12:45-05:00,340|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360|23,SKBO,SPIM,22:45-05:00,02:01-05:00,340
VIDP,SPIM,00:44+05:00,19:01-05:00,0,false|184,VIDP,SEQM,00:44+05:00,12:45-05:00,340|87,SEQM,SPIM,16:20-05:00,19:01-05:00,320
VIDP,SPIM,00:44+05:00,08:44-05:00,1,false|184,VIDP,SEQM,00:44+05:00,12:45-05:00,340|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320|554,SCEL,SPIM,05:40-03:00,08:44-05:00,340
VIDP,SPIM,00:44+05:00,10:12-05:00,1,false|184,VIDP,SEQM,00:44+05:00,12:45-05:00,340|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320|556,SCEL,SPIM,07:08-03:00,10:12-05:00,320
VIDP,SPIM,00:44+05:00,15:21-05:00,1,false|184,VIDP,SEQM,00:44+05:00,12:45-05:00,340|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320|558,SCEL,SPIM,12:17-03:00,15:21-05:00,300
VIDP,SPIM,00:44+05:00,23:06-05:00,1,false|184,VIDP,SEQM,00:44+05:00,12:45-05:00,340|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320|560,SCEL,SPIM,20:02-03:00,23:06-05:00,340
VIDP,SPIM,13:47+05:00,12:02-05:00,1,false|188,VIDP,SEQM,13:47+05:00,01:48-05:00,360|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340|21,SKBO,SPIM,08:46-05:00,12:02-05:00,300
VIDP,SPIM,13:47+05:00,02:01-05:00,2,false|188,VIDP,SEQM,13:47+05:00,01:48-05:00,360|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340|23,SKBO,SPIM,22:45-05:00,02:01-05:00,340
VIDP,SPIM,13:47+05:00,02:01-05:00,2,false|188,VIDP,SEQM,13:47+05:00,01:48-05:00,360|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320|23,SKBO,SPIM,22:45-05:00,02:01-05:00,340
VIDP,SPIM,13:47+05:00,02:01-05:00,2,false|188,VIDP,SEQM,13:47+05:00,01:48-05:00,360|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360|23,SKBO,SPIM,22:45-05:00,02:01-05:00,340
VIDP,SPIM,13:47+05:00,23:12-05:00,1,false|188,VIDP,SEQM,13:47+05:00,01:48-05:00,360|73,SEQM,SVMI,09:29-05:00,14:39-04:00,320|257,SVMI,SPIM,19:46-04:00,23:12-05:00,340
VIDP,SPIM,13:47+05:00,22:32-05:00,1,false|188,VIDP,SEQM,13:47+05:00,01:48-05:00,360|77,SEQM,SBBR,06:11-05:00,14:57-03:00,300|393,SBBR,SPIM,18:27-03:00,22:32-05:00,300
VIDP,SPIM,13:47+05:00,14:58-05:00,1,false|188,VIDP,SEQM,13:47+05:00,01:48-05:00,360|85,SEQM,SPIM,11:17-05:00,14:58-05:00,320
VIDP,SPIM,13:47+05:00,19:01-05:00,1,false|188,VIDP,SEQM,13:47+05:00,01:48-05:00,360|87,SEQM,SPIM,16:20-05:00,19:01-05:00,320
VIDP,SPIM,13:47+05:00,14:30-05:00,1,false|188,VIDP,SEQM,13:47+05:00,01:48-05:00,360|89,SEQM,SLLP,03:09-05:00,08:46-04:00,340|550,SLLP,SPIM,12:10-04:00,14:30-05:00,320
VIDP,SPIM,13:47+05:00,20:00-05:00,1,false|188,VIDP,SEQM,13:47+05:00,01:48-05:00,360|89,SEQM,SLLP,03:09-05:00,08:46-04:00,340|552,SLLP,SPIM,18:40-04:00,20:00-05:00,360
VIDP,SPIM,13:47+05:00,20:00-05:00,1,false|188,VIDP,SEQM,13:47+05:00,01:48-05:00,360|91,SEQM,SLLP,08:25-05:00,13:02-04:00,320|552,SLLP,SPIM,18:40-04:00,20:00-05:00,360
VIDP,SPIM,13:47+05:00,23:06-05:00,1,false|188,VIDP,SEQM,13:47+05:00,01:48-05:00,360|97,SEQM,SCEL,05:01-05:00,13:45-03:00,300|560,SCEL,SPIM,20:02-03:00,23:06-05:00,340
