LBSF,SKBO,02:46+03:00,21:42-05:00,0,false|LBSF,SEQM,02:46+03:00,09:29-05:00,360|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LBSF,SKBO,21:32+03:00,22:25-05:00,1,false|LBSF,EBCI,21:32+03:00,00:41+02:00,340|EBCI,SPIM,09:22+02:00,17:26-05:00,360|SPIM,SKBO,18:09-05:00,22:25-05:00,340
LBSF,SKBO,21:32+03:00,12:18-05:00,2,false|LBSF,EBCI,21:32+03:00,00:41+02:00,340|EBCI,SPIM,23:50+02:00,07:54-05:00,360|SPIM,SKBO,08:02-05:00,12:18-05:00,300
LBSF,SKBO,21:32+03:00,23:04-05:00,1,false|LBSF,EBCI,21:32+03:00,00:41+02:00,340|EBCI,SLLP,06:32+02:00,14:17-04:00,320|SLLP,SKBO,20:09-04:00,23:04-05:00,300
LBSF,SKBO,21:32+03:00,17:51-05:00,2,false|LBSF,EBCI,21:32+03:00,00:41+02:00,340|EBCI,SUAA,19:25+02:00,05:18-03:00,300|SUAA,SKBO,12:02-03:00,17:51-05:00,340
LBSF,SKBO,21:32+03:00,15:49-05:00,1,false|LBSF,EBCI,21:32+03:00,00:41+02:00,340|EBCI,LATI,04:08+02:00,07:03+02:00,340|LATI,SKBO,08:17+02:00,15:49-05:00,360
LBSF,SKBO,21:32+03:00,01:22-05:00,2,false|LBSF,EBCI,21:32+03:00,00:41+02:00,340|EBCI,LATI,04:08+02:00,07:03+02:00,340|LATI,SKBO,18:50+02:00,01:22-05:00,300
LBSF,SKBO,21:32+03:00,01:22-05:00,2,false|LBSF,EBCI,21:32+03:00,00:41+02:00,340|EBCI,LATI,08:39+02:00,11:34+02:00,340|LATI,SKBO,18:50+02:00,01:22-05:00,300
LBSF,SKBO,21:32+03:00,12:46-05:00,1,false|LBSF,EBCI,21:32+03:00,00:41+02:00,340|EBCI,EDDI,04:36+02:00,06:26+02:00,340|EDDI,SKBO,06:53+02:00,12:46-05:00,340
LBSF,SKBO,21:32+03:00,20:00-05:00,1,false|LBSF,EBCI,21:32+03:00,00:41+02:00,340|EBCI,EDDI,04:36+02:00,06:26+02:00,340|EDDI,SKBO,14:07+02:00,20:00-05:00,300
LBSF,SKBO,21:32+03:00,01:40-05:00,2,false|LBSF,EBCI,21:32+03:00,00:41+02:00,340|EBCI,EDDI,04:36+02:00,06:26+02:00,340|EDDI,SKBO,19:47+02:00,01:40-05:00,340
LBSF,SKBO,21:32+03:00,20:00-05:00,1,false|LBSF,EBCI,21:32+03:00,00:41+02:00,340|EBCI,EDDI,09:39+02:00,11:29+02:00,300|EDDI,SKBO,14:07+02:00,20:00-05:00,300
LBSF,SKBO,21:32+03:00,01:40-05:00,2,false|LBSF,EBCI,21:32+03:00,00:41+02:00,340|EBCI,EDDI,09:39+02:00,11:29+02:00,300|EDDI,SKBO,19:47+02:00,01:40-05:00,340
LBSF,SKBO,21:32+03:00,01:40-05:00,2,false|LBSF,EBCI,21:32+03:00,00:41+02:00,340|EBCI,EDDI,14:30+02:00,16:20+02:00,340|EDDI,SKBO,19:47+02:00,01:40-05:00,340
LBSF,SKBO,04:56+03:00,10:52-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SEQM,23:36+03:00,06:31-05:00,360|SEQM,SKBO,08:05-05:00,10:52-05:00,320
LBSF,SKBO,04:56+03:00,21:42-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SEQM,23:36+03:00,06:31-05:00,360|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LBSF,SKBO,04:56+03:00,23:15-05:00,0,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SVMI,12:55+03:00,18:43-04:00,320|SVMI,SKBO,21:52-04:00,23:15-05:00,360
LBSF,SKBO,04:56+03:00,08:56-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SVMI,22:38+03:00,04:26-04:00,300|SVMI,SKBO,06:33-04:00,08:56-05:00,340
LBSF,SKBO,04:56+03:00,16:58-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SVMI,22:38+03:00,04:26-04:00,300|SVMI,SKBO,14:35-04:00,16:58-05:00,340
LBSF,SKBO,04:56+03:00,23:15-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SVMI,22:38+03:00,04:26-04:00,300|SVMI,SKBO,21:52-04:00,23:15-05:00,360
LBSF,SKBO,04:56+03:00,19:28-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SBBR,23:18+03:00,08:20-03:00,320|SBBR,SKBO,15:53-03:00,19:28-05:00,360
LBSF,SKBO,04:56+03:00,01:32-05:00,2,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SBBR,23:18+03:00,08:20-03:00,320|SBBR,SKBO,21:57-03:00,01:32-05:00,360
LBSF,SKBO,04:56+03:00,22:25-05:00,0,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SPIM,08:51+03:00,17:02-05:00,320|SPIM,SKBO,18:09-05:00,22:25-05:00,340
LBSF,SKBO,04:56+03:00,08:51-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SPIM,15:15+03:00,00:26-05:00,360|SPIM,SKBO,04:35-05:00,08:51-05:00,340
LBSF,SKBO,04:56+03:00,12:18-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SPIM,15:15+03:00,00:26-05:00,360|SPIM,SKBO,08:02-05:00,12:18-05:00,300
LBSF,SKBO,04:56+03:00,22:25-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SPIM,15:15+03:00,00:26-05:00,360|SPIM,SKBO,18:09-05:00,22:25-05:00,340
LBSF,SKBO,04:56+03:00,22:25-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SPIM,23:27+03:00,08:38-05:00,320|SPIM,SKBO,18:09-05:00,22:25-05:00,340
LBSF,SKBO,04:56+03:00,23:04-05:00,0,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SLLP,10:18+03:00,19:10-04:00,320|SLLP,SKBO,20:09-04:00,23:04-05:00,300
LBSF,SKBO,04:56+03:00,23:04-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SLLP,19:03+03:00,04:55-04:00,340|SLLP,SKBO,20:09-04:00,23:04-05:00,300
LBSF,SKBO,04:56+03:00,17:51-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SUAA,14:22+03:00,01:12-03:00,340|SUAA,SKBO,12:02-03:00,17:51-05:00,340
LBSF,SKBO,04:56+03:00,17:51-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,SUAA,22:37+03:00,09:27-03:00,340|SUAA,SKBO,12:02-03:00,17:51-05:00,340
LBSF,SKBO,04:56+03:00,01:40-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,EDDI,12:15+03:00,14:31+02:00,360|EDDI,SKBO,19:47+02:00,01:40-05:00,340
LBSF,SKBO,04:56+03:00,09:41-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SKBO,03:48+02:00,09:41-05:00,300
LBSF,SKBO,04:56+03:00,12:46-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SKBO,06:53+02:00,12:46-05:00,340
LBSF,SKBO,04:56+03:00,20:00-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SKBO,14:07+02:00,20:00-05:00,300
LBSF,SKBO,04:56+03:00,01:40-05:00,2,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SKBO,19:47+02:00,01:40-05:00,340
LBSF,SKBO,04:56+03:00,12:06-05:00,1,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,LOWW,23:38+03:00,01:54+02:00,320|LOWW,SKBO,05:56+02:00,12:06-05:00,360
LBSF,SKBO,04:56+03:00,02:06-05:00,2,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,LOWW,23:38+03:00,01:54+02:00,320|LOWW,SKBO,19:56+02:00,02:06-05:00,360
LBSF,SKBO,04:56+03:00,21:48-05:00,0,false|LBSF,UMMS,04:56+03:00,07:32+03:00,360|UMMS,EBCI,11:58+03:00,14:05+02:00,300|EBCI,SKBO,15:43+02:00,21:48-05:00,340
LBSF,SKBO,08:39+03:00,10:52-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,SEQM,23:36+03:00,06:31-05:00,360|SEQM,SKBO,08:05-05:00,10:52-05:00,320
LBSF,SKBO,08:39+03:00,21:42-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,SEQM,23:36+03:00,06:31-05:00,360|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LBSF,SKBO,08:39+03:00,23:15-05:00,0,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,SVMI,12:55+03:00,18:43-04:00,320|SVMI,SKBO,21:52-04:00,23:15-05:00,360
LBSF,SKBO,08:39+03:00,08:56-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,SVMI,22:38+03:00,04:26-04:00,300|SVMI,SKBO,06:33-04:00,08:56-05:00,340
LBSF,SKBO,08:39+03:00,16:58-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,SVMI,22:38+03:00,04:26-04:00,300|SVMI,SKBO,14:35-04:00,16:58-05:00,340
LBSF,SKBO,08:39+03:00,23:15-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,SVMI,22:38+03:00,04:26-04:00,300|SVMI,SKBO,21:52-04:00,23:15-05:00,360
LBSF,SKBO,08:39+03:00,19:28-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,SBBR,23:18+03:00,08:20-03:00,320|SBBR,SKBO,15:53-03:00,19:28-05:00,360
LBSF,SKBO,08:39+03:00,01:32-05:00,2,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,SBBR,23:18+03:00,08:20-03:00,320|SBBR,SKBO,21:57-03:00,01:32-05:00,360
LBSF,SKBO,08:39+03:00,08:51-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,SPIM,15:15+03:00,00:26-05:00,360|SPIM,SKBO,04:35-05:00,08:51-05:00,340
LBSF,SKBO,08:39+03:00,12:18-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,SPIM,15:15+03:00,00:26-05:00,360|SPIM,SKBO,08:02-05:00,12:18-05:00,300
LBSF,SKBO,08:39+03:00,22:25-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,SPIM,15:15+03:00,00:26-05:00,360|SPIM,SKBO,18:09-05:00,22:25-05:00,340
LBSF,SKBO,08:39+03:00,22:25-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,SPIM,23:27+03:00,08:38-05:00,320|SPIM,SKBO,18:09-05:00,22:25-05:00,340
LBSF,SKBO,08:39+03:00,23:04-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,SLLP,19:03+03:00,04:55-04:00,340|SLLP,SKBO,20:09-04:00,23:04-05:00,300
LBSF,SKBO,08:39+03:00,17:51-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,SUAA,14:22+03:00,01:12-03:00,340|SUAA,SKBO,12:02-03:00,17:51-05:00,340
LBSF,SKBO,08:39+03:00,17:51-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,SUAA,22:37+03:00,09:27-03:00,340|SUAA,SKBO,12:02-03:00,17:51-05:00,340
LBSF,SKBO,08:39+03:00,01:40-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,EDDI,12:15+03:00,14:31+02:00,360|EDDI,SKBO,19:47+02:00,01:40-05:00,340
LBSF,SKBO,08:39+03:00,09:41-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SKBO,03:48+02:00,09:41-05:00,300
LBSF,SKBO,08:39+03:00,12:46-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SKBO,06:53+02:00,12:46-05:00,340
LBSF,SKBO,08:39+03:00,20:00-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SKBO,14:07+02:00,20:00-05:00,300
LBSF,SKBO,08:39+03:00,01:40-05:00,2,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SKBO,19:47+02:00,01:40-05:00,340
LBSF,SKBO,08:39+03:00,12:06-05:00,1,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,LOWW,23:38+03:00,01:54+02:00,320|LOWW,SKBO,05:56+02:00,12:06-05:00,360
LBSF,SKBO,08:39+03:00,02:06-05:00,2,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,LOWW,23:38+03:00,01:54+02:00,320|LOWW,SKBO,19:56+02:00,02:06-05:00,360
LBSF,SKBO,08:39+03:00,21:48-05:00,0,false|LBSF,UMMS,08:39+03:00,11:15+03:00,300|UMMS,EBCI,11:58+03:00,14:05+02:00,300|EBCI,SKBO,15:43+02:00,21:48-05:00,340
LBSF,SKBO,22:48+03:00,21:42-05:00,1,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SEQM,03:40+03:00,10:35-05:00,340|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LBSF,SKBO,22:48+03:00,10:52-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SEQM,23:36+03:00,06:31-05:00,360|SEQM,SKBO,08:05-05:00,10:52-05:00,320
LBSF,SKBO,22:48+03:00,21:42-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SEQM,23:36+03:00,06:31-05:00,360|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LBSF,SKBO,22:48+03:00,16:58-05:00,1,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SVMI,02:34+03:00,08:22-04:00,340|SVMI,SKBO,14:35-04:00,16:58-05:00,340
LBSF,SKBO,22:48+03:00,23:15-05:00,1,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SVMI,02:34+03:00,08:22-04:00,340|SVMI,SKBO,21:52-04:00,23:15-05:00,360
LBSF,SKBO,22:48+03:00,23:15-05:00,1,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SVMI,12:55+03:00,18:43-04:00,320|SVMI,SKBO,21:52-04:00,23:15-05:00,360
LBSF,SKBO,22:48+03:00,08:56-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SVMI,22:38+03:00,04:26-04:00,300|SVMI,SKBO,06:33-04:00,08:56-05:00,340
LBSF,SKBO,22:48+03:00,16:58-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SVMI,22:38+03:00,04:26-04:00,300|SVMI,SKBO,14:35-04:00,16:58-05:00,340
LBSF,SKBO,22:48+03:00,01:32-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SBBR,07:24+03:00,16:26-03:00,360|SBBR,SKBO,21:57-03:00,01:32-05:00,360
LBSF,SKBO,22:48+03:00,19:28-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SBBR,23:18+03:00,08:20-03:00,320|SBBR,SKBO,15:53-03:00,19:28-05:00,360
LBSF,SKBO,22:48+03:00,22:25-05:00,1,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SPIM,08:51+03:00,17:02-05:00,320|SPIM,SKBO,18:09-05:00,22:25-05:00,340
LBSF,SKBO,22:48+03:00,08:51-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SPIM,15:15+03:00,00:26-05:00,360|SPIM,SKBO,04:35-05:00,08:51-05:00,340
LBSF,SKBO,22:48+03:00,12:18-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SPIM,15:15+03:00,00:26-05:00,360|SPIM,SKBO,08:02-05:00,12:18-05:00,300
LBSF,SKBO,22:48+03:00,22:25-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SPIM,15:15+03:00,00:26-05:00,360|SPIM,SKBO,18:09-05:00,22:25-05:00,340
LBSF,SKBO,22:48+03:00,22:25-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SPIM,23:27+03:00,08:38-05:00,320|SPIM,SKBO,18:09-05:00,22:25-05:00,340
LBSF,SKBO,22:48+03:00,23:04-05:00,1,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SLLP,03:59+03:00,12:51-04:00,320|SLLP,SKBO,20:09-04:00,23:04-05:00,300
LBSF,SKBO,22:48+03:00,23:04-05:00,1,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SLLP,10:18+03:00,19:10-04:00,320|SLLP,SKBO,20:09-04:00,23:04-05:00,300
LBSF,SKBO,22:48+03:00,17:51-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SUAA,14:22+03:00,01:12-03:00,340|SUAA,SKBO,12:02-03:00,17:51-05:00,340
LBSF,SKBO,22:48+03:00,17:51-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,SUAA,22:37+03:00,09:27-03:00,340|SUAA,SKBO,12:02-03:00,17:51-05:00,340
LBSF,SKBO,22:48+03:00,15:49-05:00,1,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,LATI,02:42+03:00,04:34+02:00,360|LATI,SKBO,08:17+02:00,15:49-05:00,360
LBSF,SKBO,22:48+03:00,01:22-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,LATI,02:42+03:00,04:34+02:00,360|LATI,SKBO,18:50+02:00,01:22-05:00,300
LBSF,SKBO,22:48+03:00,20:00-05:00,1,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,EDDI,07:29+03:00,09:45+02:00,360|EDDI,SKBO,14:07+02:00,20:00-05:00,300
LBSF,SKBO,22:48+03:00,01:40-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,EDDI,07:29+03:00,09:45+02:00,360|EDDI,SKBO,19:47+02:00,01:40-05:00,340
LBSF,SKBO,22:48+03:00,01:40-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,EDDI,12:15+03:00,14:31+02:00,360|EDDI,SKBO,19:47+02:00,01:40-05:00,340
LBSF,SKBO,22:48+03:00,09:41-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SKBO,03:48+02:00,09:41-05:00,300
LBSF,SKBO,22:48+03:00,12:46-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SKBO,06:53+02:00,12:46-05:00,340
LBSF,SKBO,22:48+03:00,20:00-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,EDDI,23:53+03:00,01:09+02:00,360|EDDI,SKBO,14:07+02:00,20:00-05:00,300
LBSF,SKBO,22:48+03:00,12:06-05:00,2,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,LOWW,23:38+03:00,01:54+02:00,320|LOWW,SKBO,05:56+02:00,12:06-05:00,360
LBSF,SKBO,22:48+03:00,21:48-05:00,1,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,EBCI,06:23+03:00,09:30+02:00,360|EBCI,SKBO,15:43+02:00,21:48-05:00,340
LBSF,SKBO,22:48+03:00,21:48-05:00,1,false|LBSF,UMMS,22:48+03:00,01:24+03:00,340|UMMS,EBCI,11:58+03:00,14:05+02:00,300|EBCI,SKBO,15:43+02:00,21:48-05:00,340
LBSF,SKBO,01:40+03:00,21:42-05:00,0,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LBSF,SKBO,01:40+03:00,16:58-05:00,0,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SVMI,05:13+02:00,11:50-04:00,300|SVMI,SKBO,14:35-04:00,16:58-05:00,340
LBSF,SKBO,01:40+03:00,23:15-05:00,0,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SVMI,05:13+02:00,11:50-04:00,300|SVMI,SKBO,21:52-04:00,23:15-05:00,360
LBSF,SKBO,01:40+03:00,23:15-05:00,0,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SVMI,11:28+02:00,17:05-04:00,300|SVMI,SKBO,21:52-04:00,23:15-05:00,360
LBSF,SKBO,01:40+03:00,08:56-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SVMI,18:36+02:00,00:13-04:00,340|SVMI,SKBO,06:33-04:00,08:56-05:00,340
LBSF,SKBO,01:40+03:00,16:58-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SVMI,18:36+02:00,00:13-04:00,340|SVMI,SKBO,14:35-04:00,16:58-05:00,340
LBSF,SKBO,01:40+03:00,23:15-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SVMI,18:36+02:00,00:13-04:00,340|SVMI,SKBO,21:52-04:00,23:15-05:00,360
LBSF,SKBO,01:40+03:00,19:28-05:00,0,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SBBR,06:29+02:00,14:15-03:00,320|SBBR,SKBO,15:53-03:00,19:28-05:00,360
LBSF,SKBO,01:40+03:00,01:32-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SBBR,06:29+02:00,14:15-03:00,320|SBBR,SKBO,21:57-03:00,01:32-05:00,360
LBSF,SKBO,01:40+03:00,01:32-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SBBR,12:08+02:00,20:54-03:00,300|SBBR,SKBO,21:57-03:00,01:32-05:00,360
LBSF,SKBO,01:40+03:00,19:28-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SKBO,15:53-03:00,19:28-05:00,360
LBSF,SKBO,01:40+03:00,01:32-05:00,2,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SBBR,22:27+02:00,06:13-03:00,340|SBBR,SKBO,21:57-03:00,01:32-05:00,360
LBSF,SKBO,01:40+03:00,23:04-05:00,0,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SLLP,05:14+02:00,14:49-04:00,340|SLLP,SKBO,20:09-04:00,23:04-05:00,300
LBSF,SKBO,01:40+03:00,23:04-05:00,0,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SLLP,10:38+02:00,19:13-04:00,360|SLLP,SKBO,20:09-04:00,23:04-05:00,300
LBSF,SKBO,01:40+03:00,23:04-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SLLP,22:37+02:00,07:12-04:00,360|SLLP,SKBO,20:09-04:00,23:04-05:00,300
LBSF,SKBO,01:40+03:00,17:51-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SKBO,12:02-03:00,17:51-05:00,340
LBSF,SKBO,01:40+03:00,17:51-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,SUAA,18:23+02:00,05:58-03:00,360|SUAA,SKBO,12:02-03:00,17:51-05:00,340
LBSF,SKBO,01:40+03:00,15:49-05:00,0,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SKBO,08:17+02:00,15:49-05:00,360
LBSF,SKBO,01:40+03:00,01:22-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SKBO,18:50+02:00,01:22-05:00,300
LBSF,SKBO,01:40+03:00,01:22-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SKBO,18:50+02:00,01:22-05:00,300
LBSF,SKBO,01:40+03:00,20:00-05:00,0,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SKBO,14:07+02:00,20:00-05:00,300
LBSF,SKBO,01:40+03:00,01:40-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SKBO,19:47+02:00,01:40-05:00,340
LBSF,SKBO,01:40+03:00,20:00-05:00,0,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SKBO,14:07+02:00,20:00-05:00,300
LBSF,SKBO,01:40+03:00,01:40-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SKBO,19:47+02:00,01:40-05:00,340
LBSF,SKBO,01:40+03:00,09:41-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,SKBO,03:48+02:00,09:41-05:00,300
LBSF,SKBO,01:40+03:00,12:46-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,SKBO,06:53+02:00,12:46-05:00,340
LBSF,SKBO,01:40+03:00,20:00-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,SKBO,14:07+02:00,20:00-05:00,300
LBSF,SKBO,01:40+03:00,01:40-05:00,2,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,EDDI,23:07+02:00,01:24+02:00,360|EDDI,SKBO,19:47+02:00,01:40-05:00,340
LBSF,SKBO,01:40+03:00,02:06-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,LOWW,06:30+02:00,08:50+02:00,360|LOWW,SKBO,19:56+02:00,02:06-05:00,360
LBSF,SKBO,01:40+03:00,02:06-05:00,1,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,LOWW,08:52+02:00,10:12+02:00,320|LOWW,SKBO,19:56+02:00,02:06-05:00,360
LBSF,SKBO,01:40+03:00,21:48-05:00,0,false|LBSF,LKPR,01:40+03:00,03:05+02:00,300|LKPR,EBCI,04:49+02:00,06:42+02:00,340|EBCI,SKBO,15:43+02:00,21:48-05:00,340
