LDZA,SKBO,06:29+02:00,21:42-05:00,0,false|164,LDZA,SEQM,06:29+02:00,13:28-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
LDZA,SEQM,22:26+02:00,21:11-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|826,EDDI,SUAA,19:28+02:00,06:08-03:00,360|120,SUAA,SEQM,16:38-03:00,21:11-05:00,320
LDZA,SEQM,22:26+02:00,18:31-05:00,1,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|876,EDDI,LATI,03:13+02:00,06:51+02:00,340|124,LATI,SEQM,10:12+02:00,18:31-05:00,320
LDZA,SEQM,22:26+02:00,01:37-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|876,EDDI,LATI,03:13+02:00,06:51+02:00,340|126,LATI,SEQM,17:18+02:00,01:37-05:00,320
LDZA,SEQM,22:26+02:00,21:53-05:00,1,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|981,EDDI,LOWW,07:30+02:00,09:07+02:00,360|140,LOWW,SEQM,14:56+02:00,21:53-05:00,320
LDZA,SEQM,22:26+02:00,03:52-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|981,EDDI,LOWW,07:30+02:00,09:07+02:00,360|142,LOWW,SEQM,20:55+02:00,03:52-05:00,360
LDZA,SEQM,22:26+02:00,03:52-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|983,EDDI,LOWW,14:40+02:00,16:17+02:00,300|142,LOWW,SEQM,20:55+02:00,03:52-05:00,360
LDZA,SEQM,22:26+02:00,01:36-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|987,EDDI,EBCI,02:37+02:00,04:27+02:00,340|146,EBCI,SEQM,19:44+02:00,01:36-05:00,300
LDZA,SEQM,22:26+02:00,01:36-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|989,EDDI,EBCI,08:41+02:00,10:31+02:00,300|146,EBCI,SEQM,19:44+02:00,01:36-05:00,300
LDZA,SEQM,22:26+02:00,01:36-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|991,EDDI,EBCI,15:15+02:00,17:05+02:00,340|146,EBCI,SEQM,19:44+02:00,01:36-05:00,300
LDZA,SEQM,22:26+02:00,06:31-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|995,EDDI,UMMS,04:59+02:00,08:15+03:00,320|150,UMMS,SEQM,23:36+03:00,06:31-05:00,360
LDZA,SEQM,22:26+02:00,06:31-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|997,EDDI,UMMS,06:33+02:00,10:49+03:00,340|150,UMMS,SEQM,23:36+03:00,06:31-05:00,360
LDZA,SEQM,22:26+02:00,06:31-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|999,EDDI,UMMS,13:57+02:00,17:13+03:00,300|150,UMMS,SEQM,23:36+03:00,06:31-05:00,360
LDZA,SEQM,22:26+02:00,10:35-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|1001,EDDI,UMMS,22:48+02:00,02:04+03:00,300|148,UMMS,SEQM,03:40+03:00,10:35-05:00,340
LDZA,SEQM,22:26+02:00,16:50-05:00,1,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|1003,EDDI,LBSF,02:48+02:00,06:29+03:00,320|154,LBSF,SEQM,09:07+03:00,16:50-05:00,300
LDZA,SEQM,22:26+02:00,05:05-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|1003,EDDI,LBSF,02:48+02:00,06:29+03:00,320|156,LBSF,SEQM,22:22+03:00,05:05-05:00,300
LDZA,SEQM,22:26+02:00,05:05-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|1005,EDDI,LBSF,10:30+02:00,14:11+03:00,320|156,LBSF,SEQM,22:22+03:00,05:05-05:00,300
LDZA,SEQM,22:26+02:00,05:05-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|1007,EDDI,LBSF,17:09+02:00,21:50+03:00,320|156,LBSF,SEQM,22:22+03:00,05:05-05:00,300
LDZA,SEQM,22:26+02:00,12:50-05:00,1,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|1011,EDDI,LKPR,02:13+02:00,04:30+02:00,320|158,LKPR,SEQM,05:04+02:00,12:50-05:00,340
LDZA,SEQM,22:26+02:00,21:17-05:00,1,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|1011,EDDI,LKPR,02:13+02:00,04:30+02:00,320|160,LKPR,SEQM,14:31+02:00,21:17-05:00,360
LDZA,SEQM,22:26+02:00,23:16-05:00,1,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|1011,EDDI,LKPR,02:13+02:00,04:30+02:00,320|162,LKPR,SEQM,16:30+02:00,23:16-05:00,300
LDZA,SEQM,22:26+02:00,21:17-05:00,1,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|1013,EDDI,LKPR,08:30+02:00,10:47+02:00,320|160,LKPR,SEQM,14:31+02:00,21:17-05:00,360
LDZA,SEQM,22:26+02:00,23:16-05:00,1,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|1013,EDDI,LKPR,08:30+02:00,10:47+02:00,320|162,LKPR,SEQM,16:30+02:00,23:16-05:00,300
LDZA,SEQM,22:26+02:00,23:47-05:00,1,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|1023,EDDI,EKCH,05:19+02:00,07:44+02:00,320|174,EKCH,SEQM,16:12+02:00,23:47-05:00,360
LDZA,SEQM,22:26+02:00,03:41-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|1023,EDDI,EKCH,05:19+02:00,07:44+02:00,320|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340
LDZA,SEQM,22:26+02:00,23:47-05:00,1,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|1025,EDDI,EKCH,06:14+02:00,08:39+02:00,360|174,EKCH,SEQM,16:12+02:00,23:47-05:00,360
LDZA,SEQM,22:26+02:00,03:41-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|1025,EDDI,EKCH,06:14+02:00,08:39+02:00,360|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340
LDZA,SEQM,22:26+02:00,03:41-05:00,2,false|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360|1027,EDDI,EKCH,16:46+02:00,18:11+02:00,320|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340
LDZA,SEQM,01:27+02:00,16:09-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|64,LOWW,SKBO,05:56+02:00,12:06-05:00,360|3,SKBO,SEQM,14:22-05:00,16:09-05:00,320
LDZA,SEQM,01:27+02:00,21:48-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|64,LOWW,SKBO,05:56+02:00,12:06-05:00,360|5,SKBO,SEQM,19:01-05:00,21:48-05:00,340
LDZA,SEQM,01:27+02:00,05:21-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|66,LOWW,SKBO,19:56+02:00,02:06-05:00,360|1,SKBO,SEQM,03:34-05:00,05:21-05:00,300
LDZA,SEQM,01:27+02:00,16:09-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|66,LOWW,SKBO,19:56+02:00,02:06-05:00,360|3,SKBO,SEQM,14:22-05:00,16:09-05:00,320
LDZA,SEQM,01:27+02:00,21:48-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|66,LOWW,SKBO,19:56+02:00,02:06-05:00,360|5,SKBO,SEQM,19:01-05:00,21:48-05:00,340
LDZA,SEQM,01:27+02:00,15:47-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|138,LOWW,SEQM,08:50+02:00,15:47-05:00,360
LDZA,SEQM,01:27+02:00,21:53-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|140,LOWW,SEQM,14:56+02:00,21:53-05:00,320
LDZA,SEQM,01:27+02:00,03:52-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|142,LOWW,SEQM,20:55+02:00,03:52-05:00,360
LDZA,SEQM,01:27+02:00,17:59-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|294,LOWW,SVMI,04:01+02:00,10:49-04:00,320|74,SVMI,SEQM,14:49-04:00,17:59-05:00,300
LDZA,SEQM,01:27+02:00,23:48-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|294,LOWW,SVMI,04:01+02:00,10:49-04:00,320|76,SVMI,SEQM,20:38-04:00,23:48-05:00,340
LDZA,SEQM,01:27+02:00,23:39-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|444,LOWW,SBBR,08:29+02:00,16:15-03:00,340|82,SBBR,SEQM,19:53-03:00,23:39-05:00,340
LDZA,SEQM,01:27+02:00,01:44-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|596,LOWW,SPIM,06:10+02:00,15:16-05:00,360|88,SPIM,SEQM,22:03-05:00,01:44-05:00,320
LDZA,SEQM,01:27+02:00,09:43-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|598,LOWW,SPIM,19:23+02:00,04:29-05:00,360|84,SPIM,SEQM,06:02-05:00,09:43-05:00,320
LDZA,SEQM,01:27+02:00,15:33-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|598,LOWW,SPIM,19:23+02:00,04:29-05:00,360|86,SPIM,SEQM,12:52-05:00,15:33-05:00,360
LDZA,SEQM,01:27+02:00,20:31-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|656,LOWW,SLLP,07:30+02:00,16:11-04:00,320|94,SLLP,SEQM,17:54-04:00,20:31-05:00,320
LDZA,SEQM,01:27+02:00,01:49-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|656,LOWW,SLLP,07:30+02:00,16:11-04:00,320|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360
LDZA,SEQM,01:27+02:00,14:42-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|832,LOWW,SUAA,20:53+02:00,07:27-03:00,320|118,SUAA,SEQM,09:09-03:00,14:42-05:00,320
LDZA,SEQM,01:27+02:00,21:11-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|832,LOWW,SUAA,20:53+02:00,07:27-03:00,320|120,SUAA,SEQM,16:38-03:00,21:11-05:00,320
LDZA,SEQM,01:27+02:00,01:37-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|884,LOWW,LATI,07:56+02:00,10:57+02:00,340|126,LATI,SEQM,17:18+02:00,01:37-05:00,320
LDZA,SEQM,01:27+02:00,18:31-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|888,LOWW,LATI,23:06+02:00,02:07+02:00,320|124,LATI,SEQM,10:12+02:00,18:31-05:00,320
LDZA,SEQM,01:27+02:00,15:59-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|982,LOWW,EDDI,04:15+02:00,06:52+02:00,300|130,EDDI,SEQM,08:19+02:00,15:59-05:00,320
LDZA,SEQM,01:27+02:00,20:12-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|982,LOWW,EDDI,04:15+02:00,06:52+02:00,300|132,EDDI,SEQM,13:32+02:00,20:12-05:00,320
LDZA,SEQM,01:27+02:00,04:33-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|982,LOWW,EDDI,04:15+02:00,06:52+02:00,300|134,EDDI,SEQM,21:53+02:00,04:33-05:00,360
LDZA,SEQM,01:27+02:00,20:12-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|984,LOWW,EDDI,10:34+02:00,12:11+02:00,360|132,EDDI,SEQM,13:32+02:00,20:12-05:00,320
LDZA,SEQM,01:27+02:00,04:33-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|984,LOWW,EDDI,10:34+02:00,12:11+02:00,360|134,EDDI,SEQM,21:53+02:00,04:33-05:00,360
LDZA,SEQM,01:27+02:00,04:33-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|986,LOWW,EDDI,16:02+02:00,18:39+02:00,360|134,EDDI,SEQM,21:53+02:00,04:33-05:00,360
LDZA,SEQM,01:27+02:00,16:50-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|1035,LOWW,LBSF,04:18+02:00,08:23+03:00,360|154,LBSF,SEQM,09:07+03:00,16:50-05:00,300
LDZA,SEQM,01:27+02:00,05:05-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|1035,LOWW,LBSF,04:18+02:00,08:23+03:00,360|156,LBSF,SEQM,22:22+03:00,05:05-05:00,300
LDZA,SEQM,01:27+02:00,21:17-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|1039,LOWW,LKPR,06:27+02:00,08:47+02:00,320|160,LKPR,SEQM,14:31+02:00,21:17-05:00,360
LDZA,SEQM,01:27+02:00,23:16-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|1039,LOWW,LKPR,06:27+02:00,08:47+02:00,320|162,LKPR,SEQM,16:30+02:00,23:16-05:00,300
LDZA,SEQM,01:27+02:00,23:16-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|1041,LOWW,LKPR,13:34+02:00,15:54+02:00,340|162,LKPR,SEQM,16:30+02:00,23:16-05:00,300
LDZA,SEQM,01:27+02:00,23:47-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|1053,LOWW,EKCH,10:08+02:00,13:10+02:00,300|174,EKCH,SEQM,16:12+02:00,23:47-05:00,360
LDZA,SEQM,01:27+02:00,03:41-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|1053,LOWW,EKCH,10:08+02:00,13:10+02:00,300|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340
LDZA,SEQM,01:27+02:00,19:30-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|1059,LOWW,EHAM,08:28+02:00,11:40+02:00,360|180,EHAM,SEQM,13:36+02:00,19:30-05:00,320
LDZA,SEQM,01:27+02:00,03:59-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|1059,LOWW,EHAM,08:28+02:00,11:40+02:00,360|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300
LDZA,SEQM,01:27+02:00,11:15-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|1061,LOWW,EHAM,22:17+02:00,01:29+02:00,360|178,EHAM,SEQM,05:21+02:00,11:15-05:00,340
LDZA,SEQM,01:27+02:00,19:30-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|1061,LOWW,EHAM,22:17+02:00,01:29+02:00,360|180,EHAM,SEQM,13:36+02:00,19:30-05:00,320
LDZA,SEQM,01:27+02:00,20:23-05:00,0,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|1067,LOWW,RKSI,08:04+02:00,18:39+09:00,360|198,RKSI,SEQM,20:48+09:00,20:23-05:00,300
LDZA,SEQM,01:27+02:00,17:49-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|1069,LOWW,RKSI,22:04+02:00,08:39+09:00,340|196,RKSI,SEQM,17:14+09:00,17:49-05:00,320
LDZA,SEQM,01:27+02:00,20:23-05:00,1,false|1046,LDZA,LOWW,01:27+02:00,03:52+02:00,300|1069,LOWW,RKSI,22:04+02:00,08:39+09:00,340|198,RKSI,SEQM,20:48+09:00,20:23-05:00,300
LDZA,SEQM,11:54+02:00,05:21-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|66,LOWW,SKBO,19:56+02:00,02:06-05:00,360|1,SKBO,SEQM,03:34-05:00,05:21-05:00,300
LDZA,SEQM,11:54+02:00,16:09-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|66,LOWW,SKBO,19:56+02:00,02:06-05:00,360|3,SKBO,SEQM,14:22-05:00,16:09-05:00,320
LDZA,SEQM,11:54+02:00,21:48-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|66,LOWW,SKBO,19:56+02:00,02:06-05:00,360|5,SKBO,SEQM,19:01-05:00,21:48-05:00,340
LDZA,SEQM,11:54+02:00,21:53-05:00,0,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|140,LOWW,SEQM,14:56+02:00,21:53-05:00,320
LDZA,SEQM,11:54+02:00,03:52-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|142,LOWW,SEQM,20:55+02:00,03:52-05:00,360
LDZA,SEQM,11:54+02:00,11:14-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|446,LOWW,SBBR,23:32+02:00,07:18-03:00,300|78,SBBR,SEQM,07:28-03:00,11:14-05:00,360
LDZA,SEQM,11:54+02:00,12:01-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|446,LOWW,SBBR,23:32+02:00,07:18-03:00,300|80,SBBR,SEQM,08:15-03:00,12:01-05:00,340
LDZA,SEQM,11:54+02:00,23:39-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|446,LOWW,SBBR,23:32+02:00,07:18-03:00,300|82,SBBR,SEQM,19:53-03:00,23:39-05:00,340
LDZA,SEQM,11:54+02:00,09:43-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|598,LOWW,SPIM,19:23+02:00,04:29-05:00,360|84,SPIM,SEQM,06:02-05:00,09:43-05:00,320
LDZA,SEQM,11:54+02:00,15:33-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|598,LOWW,SPIM,19:23+02:00,04:29-05:00,360|86,SPIM,SEQM,12:52-05:00,15:33-05:00,360
LDZA,SEQM,11:54+02:00,01:44-05:00,2,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|598,LOWW,SPIM,19:23+02:00,04:29-05:00,360|88,SPIM,SEQM,22:03-05:00,01:44-05:00,320
LDZA,SEQM,11:54+02:00,14:42-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|832,LOWW,SUAA,20:53+02:00,07:27-03:00,320|118,SUAA,SEQM,09:09-03:00,14:42-05:00,320
LDZA,SEQM,11:54+02:00,21:11-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|832,LOWW,SUAA,20:53+02:00,07:27-03:00,320|120,SUAA,SEQM,16:38-03:00,21:11-05:00,320
LDZA,SEQM,11:54+02:00,18:31-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|888,LOWW,LATI,23:06+02:00,02:07+02:00,320|124,LATI,SEQM,10:12+02:00,18:31-05:00,320
LDZA,SEQM,11:54+02:00,01:37-05:00,2,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|888,LOWW,LATI,23:06+02:00,02:07+02:00,320|126,LATI,SEQM,17:18+02:00,01:37-05:00,320
LDZA,SEQM,11:54+02:00,04:33-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|986,LOWW,EDDI,16:02+02:00,18:39+02:00,360|134,EDDI,SEQM,21:53+02:00,04:33-05:00,360
LDZA,SEQM,11:54+02:00,23:16-05:00,0,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|1041,LOWW,LKPR,13:34+02:00,15:54+02:00,340|162,LKPR,SEQM,16:30+02:00,23:16-05:00,300
LDZA,SEQM,11:54+02:00,11:15-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|1061,LOWW,EHAM,22:17+02:00,01:29+02:00,360|178,EHAM,SEQM,05:21+02:00,11:15-05:00,340
LDZA,SEQM,11:54+02:00,19:30-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|1061,LOWW,EHAM,22:17+02:00,01:29+02:00,360|180,EHAM,SEQM,13:36+02:00,19:30-05:00,320
LDZA,SEQM,11:54+02:00,03:59-05:00,2,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|1061,LOWW,EHAM,22:17+02:00,01:29+02:00,360|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300
LDZA,SEQM,11:54+02:00,17:49-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|1069,LOWW,RKSI,22:04+02:00,08:39+09:00,340|196,RKSI,SEQM,17:14+09:00,17:49-05:00,320
LDZA,SEQM,11:54+02:00,20:23-05:00,1,false|1048,LDZA,LOWW,11:54+02:00,13:19+02:00,300|1069,LOWW,RKSI,22:04+02:00,08:39+09:00,340|198,RKSI,SEQM,20:48+09:00,20:23-05:00,300
LDZA,SEQM,14:33+02:00,05:21-05:00,1,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|66,LOWW,SKBO,19:56+02:00,02:06-05:00,360|1,SKBO,SEQM,03:34-05:00,05:21-05:00,300
LDZA,SEQM,14:33+02:00,16:09-05:00,1,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|66,LOWW,SKBO,19:56+02:00,02:06-05:00,360|3,SKBO,SEQM,14:22-05:00,16:09-05:00,320
LDZA,SEQM,14:33+02:00,21:48-05:00,1,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|66,LOWW,SKBO,19:56+02:00,02:06-05:00,360|5,SKBO,SEQM,19:01-05:00,21:48-05:00,340
LDZA,SEQM,14:33+02:00,03:52-05:00,1,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|142,LOWW,SEQM,20:55+02:00,03:52-05:00,360
LDZA,SEQM,14:33+02:00,11:14-05:00,1,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|446,LOWW,SBBR,23:32+02:00,07:18-03:00,300|78,SBBR,SEQM,07:28-03:00,11:14-05:00,360
LDZA,SEQM,14:33+02:00,12:01-05:00,1,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|446,LOWW,SBBR,23:32+02:00,07:18-03:00,300|80,SBBR,SEQM,08:15-03:00,12:01-05:00,340
LDZA,SEQM,14:33+02:00,23:39-05:00,1,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|446,LOWW,SBBR,23:32+02:00,07:18-03:00,300|82,SBBR,SEQM,19:53-03:00,23:39-05:00,340
LDZA,SEQM,14:33+02:00,09:43-05:00,1,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|598,LOWW,SPIM,19:23+02:00,04:29-05:00,360|84,SPIM,SEQM,06:02-05:00,09:43-05:00,320
LDZA,SEQM,14:33+02:00,15:33-05:00,1,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|598,LOWW,SPIM,19:23+02:00,04:29-05:00,360|86,SPIM,SEQM,12:52-05:00,15:33-05:00,360
LDZA,SEQM,14:33+02:00,01:44-05:00,2,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|598,LOWW,SPIM,19:23+02:00,04:29-05:00,360|88,SPIM,SEQM,22:03-05:00,01:44-05:00,320
LDZA,SEQM,14:33+02:00,14:42-05:00,1,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|832,LOWW,SUAA,20:53+02:00,07:27-03:00,320|118,SUAA,SEQM,09:09-03:00,14:42-05:00,320
LDZA,SEQM,14:33+02:00,21:11-05:00,1,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|832,LOWW,SUAA,20:53+02:00,07:27-03:00,320|120,SUAA,SEQM,16:38-03:00,21:11-05:00,320
LDZA,SEQM,14:33+02:00,18:31-05:00,1,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|888,LOWW,LATI,23:06+02:00,02:07+02:00,320|124,LATI,SEQM,10:12+02:00,18:31-05:00,320
LDZA,SEQM,14:33+02:00,01:37-05:00,2,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|888,LOWW,LATI,23:06+02:00,02:07+02:00,320|126,LATI,SEQM,17:18+02:00,01:37-05:00,320
LDZA,SEQM,14:33+02:00,11:15-05:00,1,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|1061,LOWW,EHAM,22:17+02:00,01:29+02:00,360|178,EHAM,SEQM,05:21+02:00,11:15-05:00,340
LDZA,SEQM,14:33+02:00,19:30-05:00,1,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|1061,LOWW,EHAM,22:17+02:00,01:29+02:00,360|180,EHAM,SEQM,13:36+02:00,19:30-05:00,320
LDZA,SEQM,14:33+02:00,03:59-05:00,2,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|1061,LOWW,EHAM,22:17+02:00,01:29+02:00,360|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300
LDZA,SEQM,14:33+02:00,17:49-05:00,1,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|1069,LOWW,RKSI,22:04+02:00,08:39+09:00,340|196,RKSI,SEQM,17:14+09:00,17:49-05:00,320
LDZA,SEQM,14:33+02:00,20:23-05:00,1,false|1050,LDZA,LOWW,14:33+02:00,16:58+02:00,320|1069,LOWW,RKSI,22:04+02:00,08:39+09:00,340|198,RKSI,SEQM,20:48+09:00,20:23-05:00,300
LDZA,SEQM,19:19+02:00,11:14-05:00,1,false|1052,LDZA,LOWW,19:19+02:00,21:44+02:00,320|446,LOWW,SBBR,23:32+02:00,07:18-03:00,300|78,SBBR,SEQM,07:28-03:00,11:14-05:00,360
LDZA,SEQM,19:19+02:00,12:01-05:00,1,false|1052,LDZA,LOWW,19:19+02:00,21:44+02:00,320|446,LOWW,SBBR,23:32+02:00,07:18-03:00,300|80,SBBR,SEQM,08:15-03:00,12:01-05:00,340
LDZA,SEQM,19:19+02:00,23:39-05:00,1,false|1052,LDZA,LOWW,19:19+02:00,21:44+02:00,320|446,LOWW,SBBR,23:32+02:00,07:18-03:00,300|82,SBBR,SEQM,19:53-03:00,23:39-05:00,340
LDZA,SEQM,19:19+02:00,18:31-05:00,1,false|1052,LDZA,LOWW,19:19+02:00,21:44+02:00,320|888,LOWW,LATI,23:06+02:00,02:07+02:00,320|124,LATI,SEQM,10:12+02:00,18:31-05:00,320
LDZA,SEQM,19:19+02:00,01:37-05:00,2,false|1052,LDZA,LOWW,19:19+02:00,21:44+02:00,320|888,LOWW,LATI,23:06+02:00,02:07+02:00,320|126,LATI,SEQM,17:18+02:00,01:37-05:00,320
LDZA,SEQM,19:19+02:00,11:15-05:00,1,false|1052,LDZA,LOWW,19:19+02:00,21:44+02:00,320|1061,LOWW,EHAM,22:17+02:00,01:29+02:00,360|178,EHAM,SEQM,05:21+02:00,11:15-05:00,340
LDZA,SEQM,19:19+02:00,19:30-05:00,1,false|1052,LDZA,LOWW,19:19+02:00,21:44+02:00,320|1061,LOWW,EHAM,22:17+02:00,01:29+02:00,360|180,EHAM,SEQM,13:36+02:00,19:30-05:00,320
LDZA,SEQM,19:19+02:00,03:59-05:00,2,false|1052,LDZA,LOWW,19:19+02:00,21:44+02:00,320|1061,LOWW,EHAM,22:17+02:00,01:29+02:00,360|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300
